review_uid,destination,source,language_review,stars,date,text_clean,polaridad_sugerida,aspecto_sugerido,motivo_minado,score_minado,prioridad_anotacion,label
gm_e79007204b84353a,Santuario Histórico de Machu Picchu,Google Maps,en,2,2025-04-26T03:45:43.376Z,"For me, it's an Overrated marketing success of an abandoned settlement. I will submit that the majestic mountains and valleys are the main draw and attraction. The hyped settlement architecture? It is just a cluster of abandoned stone/rock/mud low 'buildings' meant for 3-400 families. Sure, some walls are tightly stacked with big chipped/carved boulders/rocks and even a blade can't get thru the gaps... The mountain terrace carved/landscaped for agriculture is not unique to the Inca. The use of gravity to channel water is common amongst other old civilisations too... With a good guide, the story telling of Inca civilisation and the Inca connection to mother earth and nature can be engaging. Know too that getting there to MP is a long journey and time wasting pain, compounded with an eventual convoluted Q system to get expensive tickets. (It can be a 2 day Q for a 3hrs just one section visit of MP). .. And a tourist trap village venue to take a bus up to MP. When there, Also beware the nasty midges/sand flies which can carry the deadly oropouch virus. Only this is free. 🤣😂 Oh, the story of the hacked down obelisk to accommodate the Prez helicopter landing is outlandish.",negativo,accesibilidad,estrellas=2 | lex_neg:expensive | estrellas_bajas,0.6,alta,negativo
gm_2672e81acc9c457e,Sitio Arqueológico de Ollantaytambo,Google Maps,en,1,2025-11-27T19:37:46.211Z,"Yet another stone historical site… my excitement level is now officially at zero. The terraces were so crowded it looked like an ant colony on a field trip. Too many people, not enough wow.",negativo,atractivos,estrellas=1 | lex_neg:crowded | estrellas_bajas,0.6,alta,negativo
gm_0297e91329169191,Valle del Colca,Google Maps,es,2,2019-10-30T16:29:43.305Z,"No lo recomiendo, es algo muy normal, la excursión es un desastre, re levantas a las 01:30 am Y estás todo el día en la van para observar 40 minutos del mirador del cañón, el resto no vale nada, solo pueblos para que compres y pérdidas de tiempo",negativo,atractivos,estrellas=2 | lex_neg:no vale | estrellas_bajas,0.6,alta,negativo
gm_1e736a26e31c36c5,Catarata de Ahuashiyacu,Google Maps,es,2,2019-11-21T09:06:34.161Z,Bonita pero mal explotada. Gente gritando y molestando con los palos selfies,negativo,atractivos,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,positivo
gm_a796f1ddfbf9993c,Circuito Mágico del Agua,Google Maps,en,2,2025-10-06T16:11:58.001Z,"The water fountains were pretty nice at night, but you still had to pay extra to use the bathrooms and you needed to save your receipt from entry to exit without them trying to make you pay again! We almost missed our Uber because we couldn’t find our little scrap of receipt . - we don’t speak Spanish so maybe we missed that .. but be warned! Keep your receipt .",negativo,atractivos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,positivo
gm_a796f1ddfbf9993c,Circuito Mágico del Agua,Google Maps,en,2,2025-10-06T16:11:58.001Z,"The water fountains were pretty nice at night, but you still had to pay extra to use the bathrooms and you needed to save your receipt from entry to exit without them trying to make you pay again! We almost missed our Uber because we couldn’t find our little scrap of receipt . - we don’t speak Spanish so maybe we missed that .. but be warned! Keep your receipt .",negativo,costos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,neutro
gm_a796f1ddfbf9993c,Circuito Mágico del Agua,Google Maps,en,2,2025-10-06T16:11:58.001Z,"The water fountains were pretty nice at night, but you still had to pay extra to use the bathrooms and you needed to save your receipt from entry to exit without them trying to make you pay again! We almost missed our Uber because we couldn’t find our little scrap of receipt . - we don’t speak Spanish so maybe we missed that .. but be warned! Keep your receipt .",negativo,accesibilidad,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,ausente
gm_e5b31816aec5aa2e,Circuito Mágico del Agua,Google Maps,en,2,2022-02-08T02:44:53.638Z,"Ok...its cheap to enter this park, just 4 Sol a person but everywhere there are fences and at night about 7:15 starts a water, light, sound, projection supposed show. You can see nothing because they put there fences too and the music is so low that you can hear nothing at all. The projections I am not sure what it was...anyway worst show ever, I dont understand why they dont try to make it better they have all they need, water , lights, sound system and projections. My opinion, dont bother going at night if its the show you want to see you will be disappointed.",negativo,atractivos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_e5b31816aec5aa2e,Circuito Mágico del Agua,Google Maps,en,2,2022-02-08T02:44:53.638Z,"Ok...its cheap to enter this park, just 4 Sol a person but everywhere there are fences and at night about 7:15 starts a water, light, sound, projection supposed show. You can see nothing because they put there fences too and the music is so low that you can hear nothing at all. The projections I am not sure what it was...anyway worst show ever, I dont understand why they dont try to make it better they have all they need, water , lights, sound system and projections. My opinion, dont bother going at night if its the show you want to see you will be disappointed.",negativo,costos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,positivo
gm_1f007a27f9043521,Ciudadela de Kuélap,Google Maps,en,1,2023-06-02T17:06:35.629Z,"Extremely disappointed. Long journey only to get to the site and find you can’t enter, only view from a platform from below. This view is literally just of a wall. Appreciate they need fix part of the site but I wouldn’t not recommend making the journey here until it’s properly open.",negativo,atractivos,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_1f007a27f9043521,Ciudadela de Kuélap,Google Maps,en,1,2023-06-02T17:06:35.629Z,"Extremely disappointed. Long journey only to get to the site and find you can’t enter, only view from a platform from below. This view is literally just of a wall. Appreciate they need fix part of the site but I wouldn’t not recommend making the journey here until it’s properly open.",negativo,costos,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_039d0b7d1f4f9f28,Ciudadela de Kuélap,Google Maps,es,1,2023-09-24T21:13:10.019Z,Bueno llegamos hasta la ciudad de kuelap pero no pudimos entrar porque teníamos que sacar pases anticipados que pena ir desde Perú y no dejarnos entrar a ver la parte arqueológica que había adentro sudamos tanto para llegar y nada vimos que mal,negativo,atractivos,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_039d0b7d1f4f9f28,Ciudadela de Kuélap,Google Maps,es,1,2023-09-24T21:13:10.019Z,Bueno llegamos hasta la ciudad de kuelap pero no pudimos entrar porque teníamos que sacar pases anticipados que pena ir desde Perú y no dejarnos entrar a ver la parte arqueológica que había adentro sudamos tanto para llegar y nada vimos que mal,negativo,accesibilidad,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_0d2525b48108f239,Ciudadela de Kuélap,Google Maps,es,1,2022-08-05T02:43:26.808Z,"Es una buena caminata pero solo se puede ver el exterior, una verdadera lastima que el gobierno no le preste más atención para que puedan volver a reabrir",negativo,accesibilidad,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_0d2525b48108f239,Ciudadela de Kuélap,Google Maps,es,1,2022-08-05T02:43:26.808Z,"Es una buena caminata pero solo se puede ver el exterior, una verdadera lastima que el gobierno no le preste más atención para que puedan volver a reabrir",negativo,atencion_servicio,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_846951ec765f1f62,Ciudadela de Kuélap,Google Maps,es,2,2021-08-16T03:46:10.924Z,"Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.",negativo,atractivos,estrellas=2 | conector:sin embargo | estrellas_bajas,0.5,alta,negativo
gm_846951ec765f1f62,Ciudadela de Kuélap,Google Maps,es,2,2021-08-16T03:46:10.924Z,"Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.",negativo,costos,estrellas=2 | conector:sin embargo | estrellas_bajas,0.5,alta,negativo
gm_846951ec765f1f62,Ciudadela de Kuélap,Google Maps,es,2,2021-08-16T03:46:10.924Z,"Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.",negativo,limpieza,estrellas=2 | conector:sin embargo | estrellas_bajas,0.5,alta,negativo
gm_b61ddce49946ea0c,Ciudadela de Kuélap,Google Maps,es,2,2024-03-29T00:02:26.911Z,El lugar es muy bonito pero cuando nosotros fuimos estaba al 50% en mantenimiento y el centro de Interpretación también cerrado por mantenimiento. Las indicaciones del lugar no estaban muy claras (quizás por el mantenimiento) y el vigilante té advertía con un pitido.,negativo,atractivos,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_b61ddce49946ea0c,Ciudadela de Kuélap,Google Maps,es,2,2024-03-29T00:02:26.911Z,El lugar es muy bonito pero cuando nosotros fuimos estaba al 50% en mantenimiento y el centro de Interpretación también cerrado por mantenimiento. Las indicaciones del lugar no estaban muy claras (quizás por el mantenimiento) y el vigilante té advertía con un pitido.,negativo,limpieza,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_b61ddce49946ea0c,Ciudadela de Kuélap,Google Maps,es,2,2024-03-29T00:02:26.911Z,El lugar es muy bonito pero cuando nosotros fuimos estaba al 50% en mantenimiento y el centro de Interpretación también cerrado por mantenimiento. Las indicaciones del lugar no estaban muy claras (quizás por el mantenimiento) y el vigilante té advertía con un pitido.,negativo,gastronomia,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,ausente
gm_adeb2f43f6c56a3b,Complejo Arqueológico Chan Chan,Google Maps,en,1,2023-05-31T18:37:54.702Z,"A few nice artefacts but absolutely no information about them, not even where on site they were found or their age. For anything other than a look at nice things you have to pay extra for a guide.",negativo,costos,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_adeb2f43f6c56a3b,Complejo Arqueológico Chan Chan,Google Maps,en,1,2023-05-31T18:37:54.702Z,"A few nice artefacts but absolutely no information about them, not even where on site they were found or their age. For anything other than a look at nice things you have to pay extra for a guide.",negativo,atencion_servicio,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_2acf7573b0f38e4a,Complejo Arqueológico Chan Chan,Google Maps,es,2,2018-10-09T16:48:26.939Z,"El museo de chan chan es un lugar accesorio a las ruinas de chan chan, donde la entrada viene incluida con la ciudad de barro. No hay que contratar guía aunque ellos te lo recomienden (para sacar dinero). Dentro del museo encontrarás distintos objetos y arte de esta cultura. Tienen una sala con una proyección y una maqueta gigante en el suelo en modo interactivo que debes pedir que enciendan (ya que si no lo pides no lo ponen), en ella se observa como fue la evolución de la ciudad y el alcance de su expansión (merece la pena, de verdad). Tienen perros calatos (peruanos) en la entrada y suelen entrar por el museo. Los del museo se negaban a poner la protección para ahorrarse el dinero y el trabajo, por eso mi valoración tan baja. Hay que exigirles que lo pongan para verlo. No dejes de aprovechar tu entrada en la ciudad para ver este museo.",negativo,atractivos,estrellas=2 | conector:aunque | estrellas_bajas,0.5,alta,neutro
gm_2acf7573b0f38e4a,Complejo Arqueológico Chan Chan,Google Maps,es,2,2018-10-09T16:48:26.939Z,"El museo de chan chan es un lugar accesorio a las ruinas de chan chan, donde la entrada viene incluida con la ciudad de barro. No hay que contratar guía aunque ellos te lo recomienden (para sacar dinero). Dentro del museo encontrarás distintos objetos y arte de esta cultura. Tienen una sala con una proyección y una maqueta gigante en el suelo en modo interactivo que debes pedir que enciendan (ya que si no lo pides no lo ponen), en ella se observa como fue la evolución de la ciudad y el alcance de su expansión (merece la pena, de verdad). Tienen perros calatos (peruanos) en la entrada y suelen entrar por el museo. Los del museo se negaban a poner la protección para ahorrarse el dinero y el trabajo, por eso mi valoración tan baja. Hay que exigirles que lo pongan para verlo. No dejes de aprovechar tu entrada en la ciudad para ver este museo.",negativo,costos,estrellas=2 | conector:aunque | estrellas_bajas,0.5,alta,neutro
gm_2acf7573b0f38e4a,Complejo Arqueológico Chan Chan,Google Maps,es,2,2018-10-09T16:48:26.939Z,"El museo de chan chan es un lugar accesorio a las ruinas de chan chan, donde la entrada viene incluida con la ciudad de barro. No hay que contratar guía aunque ellos te lo recomienden (para sacar dinero). Dentro del museo encontrarás distintos objetos y arte de esta cultura. Tienen una sala con una proyección y una maqueta gigante en el suelo en modo interactivo que debes pedir que enciendan (ya que si no lo pides no lo ponen), en ella se observa como fue la evolución de la ciudad y el alcance de su expansión (merece la pena, de verdad). Tienen perros calatos (peruanos) en la entrada y suelen entrar por el museo. Los del museo se negaban a poner la protección para ahorrarse el dinero y el trabajo, por eso mi valoración tan baja. Hay que exigirles que lo pongan para verlo. No dejes de aprovechar tu entrada en la ciudad para ver este museo.",negativo,seguridad,estrellas=2 | conector:aunque | estrellas_bajas,0.5,alta,ausente
gm_520926c8b4dd1846,Complejo Arqueológico Chan Chan,Google Maps,es,1,2020-02-04T12:17:50.966Z,Lindo lugar pero le falta mas cuidado,negativo,atractivos,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,positivo
gm_520926c8b4dd1846,Complejo Arqueológico Chan Chan,Google Maps,es,1,2020-02-04T12:17:50.966Z,Lindo lugar pero le falta mas cuidado,negativo,limpieza,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,positivo
gm_a5cbe68ef9443f4a,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,2,2026-03-25T17:38:47.201Z,"If you appeared to be in Nasca (like us) and did not want to miss out on #1 tourist attraction here, think twice. We took the plane flight (85 eur/person) as thought it will be a unique experience. It’s still nice, BUT keep in mind: 1. The lines are smaller & less cooler than you think they are 2. The flight itself makes most people nauseous. Be ready for that, even if you did flights before. I got sick and numb in my arms, so even though I desperately tried, I could not enjoy it. To sum up: if you came here specifically to visit the lines, I guess you will like it, go for it. If you’re a casual tourist explorer like us, probably also ok to skip and do something else. Hope it helps to those who have a strong fear of missing out like me! :)",negativo,atractivos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_a5cbe68ef9443f4a,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,2,2026-03-25T17:38:47.201Z,"If you appeared to be in Nasca (like us) and did not want to miss out on #1 tourist attraction here, think twice. We took the plane flight (85 eur/person) as thought it will be a unique experience. It’s still nice, BUT keep in mind: 1. The lines are smaller & less cooler than you think they are 2. The flight itself makes most people nauseous. Be ready for that, even if you did flights before. I got sick and numb in my arms, so even though I desperately tried, I could not enjoy it. To sum up: if you came here specifically to visit the lines, I guess you will like it, go for it. If you’re a casual tourist explorer like us, probably also ok to skip and do something else. Hope it helps to those who have a strong fear of missing out like me! :)",negativo,costos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,ausente
gm_11e84329c8095163,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,1,2020-02-24T01:57:51.139Z,Probably a nice museum - if you understand Spanish perfectly. Only in the beginning there were some English translations but then everything is only in Spanish. So without understanding anything there were some nice jewelry and pottery but also these were almost always the same. According to the guest book at the end there are almost only Perú citizens visiting this site. I guess more foreigners would come if they’d understand anything. Audio guides would be the perfect solution.,negativo,atractivos,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,positivo
gm_11e84329c8095163,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,1,2020-02-24T01:57:51.139Z,Probably a nice museum - if you understand Spanish perfectly. Only in the beginning there were some English translations but then everything is only in Spanish. So without understanding anything there were some nice jewelry and pottery but also these were almost always the same. According to the guest book at the end there are almost only Perú citizens visiting this site. I guess more foreigners would come if they’d understand anything. Audio guides would be the perfect solution.,negativo,atencion_servicio,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,positivo
gm_7a9b8baf47e569c2,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,1,2018-12-10T16:28:43.928Z,The presentation was good and the guide but the museum did not allowed cameras very anoying.,negativo,atractivos,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,positivo
gm_7a9b8baf47e569c2,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,1,2018-12-10T16:28:43.928Z,The presentation was good and the guide but the museum did not allowed cameras very anoying.,negativo,atencion_servicio,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,positivo
gm_1f875b91eb4e72ea,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,2,2018-02-05T03:31:49.937Z,"En general es un gran museo. Contiene una bella historia dentro. La historia del señor de Sipan. Le doy poco puntaje por las colaboradores que trabajan allí, estas personas son muy mal educadas ( con algunas excepciones) desde el ingreso al museo ya están que te tratan mal. Pero lo recomiendo a todos las personas que deseen conocer un poco más de nuestra historia.",negativo,atractivos,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_1f875b91eb4e72ea,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,2,2018-02-05T03:31:49.937Z,"En general es un gran museo. Contiene una bella historia dentro. La historia del señor de Sipan. Le doy poco puntaje por las colaboradores que trabajan allí, estas personas son muy mal educadas ( con algunas excepciones) desde el ingreso al museo ya están que te tratan mal. Pero lo recomiendo a todos las personas que deseen conocer un poco más de nuestra historia.",negativo,gastronomia,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,ausente
gm_7cea0125696b47e7,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,2,2026-02-06T22:01:05.537Z,"El museo en cuanto a objetos y diseño es un 10/10. PERO llegué 430pm, 1era vez que visito el museo, cuando me vendieron las entradas, nunca me dijeron q la hora de cierre estaba próxima. Después cuando estaba dentro disfrutando del museo, alguien del museo me apuró, me dijo ""en 1 hr se ve todo, ajustando 45min"". Ir a un museo es una experiencia, sobre todo un museo con tantos detalles como este. No pude leer ni admirar el 50% de los objetos. Cada objeto tiene un texto bastante detallado además de ser obras muy bien trabajadas, obras q uno necesita procesar con tiempo, admirar. Soy de Lima, no sé cuando regrese, lamentablemente no tuve una buena experiencia. Sí antes de venderme la entrada me hubieran dicho ""señor estamos próximos a cerrar, tome en cuenta q es probable que el tiempo no le sea suficiente"" ya sabría a lo q me estaba lanzando. Sí van a ir, calculen 2 hrs para admirar todo, para procesar el arte de cada obra y no ir al museo solo por entrar y ya.",negativo,atractivos,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_7cea0125696b47e7,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,2,2026-02-06T22:01:05.537Z,"El museo en cuanto a objetos y diseño es un 10/10. PERO llegué 430pm, 1era vez que visito el museo, cuando me vendieron las entradas, nunca me dijeron q la hora de cierre estaba próxima. Después cuando estaba dentro disfrutando del museo, alguien del museo me apuró, me dijo ""en 1 hr se ve todo, ajustando 45min"". Ir a un museo es una experiencia, sobre todo un museo con tantos detalles como este. No pude leer ni admirar el 50% de los objetos. Cada objeto tiene un texto bastante detallado además de ser obras muy bien trabajadas, obras q uno necesita procesar con tiempo, admirar. Soy de Lima, no sé cuando regrese, lamentablemente no tuve una buena experiencia. Sí antes de venderme la entrada me hubieran dicho ""señor estamos próximos a cerrar, tome en cuenta q es probable que el tiempo no le sea suficiente"" ya sabría a lo q me estaba lanzando. Sí van a ir, calculen 2 hrs para admirar todo, para procesar el arte de cada obra y no ir al museo solo por entrar y ya.",negativo,costos,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,neutro
gm_7cea0125696b47e7,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,2,2026-02-06T22:01:05.537Z,"El museo en cuanto a objetos y diseño es un 10/10. PERO llegué 430pm, 1era vez que visito el museo, cuando me vendieron las entradas, nunca me dijeron q la hora de cierre estaba próxima. Después cuando estaba dentro disfrutando del museo, alguien del museo me apuró, me dijo ""en 1 hr se ve todo, ajustando 45min"". Ir a un museo es una experiencia, sobre todo un museo con tantos detalles como este. No pude leer ni admirar el 50% de los objetos. Cada objeto tiene un texto bastante detallado además de ser obras muy bien trabajadas, obras q uno necesita procesar con tiempo, admirar. Soy de Lima, no sé cuando regrese, lamentablemente no tuve una buena experiencia. Sí antes de venderme la entrada me hubieran dicho ""señor estamos próximos a cerrar, tome en cuenta q es probable que el tiempo no le sea suficiente"" ya sabría a lo q me estaba lanzando. Sí van a ir, calculen 2 hrs para admirar todo, para procesar el arte de cada obra y no ir al museo solo por entrar y ya.",negativo,accesibilidad,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,neutro
gm_bc836cc6ba740ffc,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,1,2023-11-21T19:43:00.485Z,"El museo está cerrado y los restos reales de la tumba de Sipán no se pueden visitar. Según el personal, hay problemas con el aire acondicionado y tardarán un año en volver a abrir completamente al público. Se pueden visitar tres espacios con réplicas y algunos hallazgos interesantes, pero si vienes a Lambayeque a ver al “Tutankamon peruano” te irás de aquí sin verlo. Es una lástima que el Ministerio de Cultura haya dejado un espacio como este en condiciones tan precarias y que no facilite la información con antelación. Me voy decepcionado y esperando que en el futuro se tomen en serio la protección y muestra de la rica cultura arqueológica de Lambayeque.",negativo,atractivos,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_bc836cc6ba740ffc,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,1,2023-11-21T19:43:00.485Z,"El museo está cerrado y los restos reales de la tumba de Sipán no se pueden visitar. Según el personal, hay problemas con el aire acondicionado y tardarán un año en volver a abrir completamente al público. Se pueden visitar tres espacios con réplicas y algunos hallazgos interesantes, pero si vienes a Lambayeque a ver al “Tutankamon peruano” te irás de aquí sin verlo. Es una lástima que el Ministerio de Cultura haya dejado un espacio como este en condiciones tan precarias y que no facilite la información con antelación. Me voy decepcionado y esperando que en el futuro se tomen en serio la protección y muestra de la rica cultura arqueológica de Lambayeque.",negativo,seguridad,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,neutro
gm_bc836cc6ba740ffc,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,1,2023-11-21T19:43:00.485Z,"El museo está cerrado y los restos reales de la tumba de Sipán no se pueden visitar. Según el personal, hay problemas con el aire acondicionado y tardarán un año en volver a abrir completamente al público. Se pueden visitar tres espacios con réplicas y algunos hallazgos interesantes, pero si vienes a Lambayeque a ver al “Tutankamon peruano” te irás de aquí sin verlo. Es una lástima que el Ministerio de Cultura haya dejado un espacio como este en condiciones tan precarias y que no facilite la información con antelación. Me voy decepcionado y esperando que en el futuro se tomen en serio la protección y muestra de la rica cultura arqueológica de Lambayeque.",negativo,atencion_servicio,estrellas=1 | conector:pero | estrellas_bajas,0.5,alta,negativo
gm_bdc28e8440de2124,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,2,2021-12-30T19:42:12.064Z,"El museo muy hermoso, pero los guías especialmente el que me toco malísimo deberían capacitar o hacer algo para que no cualquier improvisado esté allí ofreciendo sus servicios",negativo,atractivos,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,positivo
gm_bdc28e8440de2124,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,2,2021-12-30T19:42:12.064Z,"El museo muy hermoso, pero los guías especialmente el que me toco malísimo deberían capacitar o hacer algo para que no cualquier improvisado esté allí ofreciendo sus servicios",negativo,atencion_servicio,estrellas=2 | conector:pero | estrellas_bajas,0.5,alta,positivo
gm_08f8db467599db4a,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2025-02-02T19:47:22.244Z,"Silly, just a tourist trap. You are forced to take a guided tour that is 1 hour long when it shouldn’t take more than 10 minutes to walk the entire path on your own. I paid the ticket and left 5 minutes later. I had given this 2 stars because the place is well taken care of, but saw a review about animals caged in a small area so I decided to give just 1 star instead. Read the poor reviews as they are based on facts, not on the emotional impression of easily impressed tourists.",negativo,costos,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_08f8db467599db4a,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2025-02-02T19:47:22.244Z,"Silly, just a tourist trap. You are forced to take a guided tour that is 1 hour long when it shouldn’t take more than 10 minutes to walk the entire path on your own. I paid the ticket and left 5 minutes later. I had given this 2 stars because the place is well taken care of, but saw a review about animals caged in a small area so I decided to give just 1 star instead. Read the poor reviews as they are based on facts, not on the emotional impression of easily impressed tourists.",negativo,accesibilidad,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_08f8db467599db4a,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2025-02-02T19:47:22.244Z,"Silly, just a tourist trap. You are forced to take a guided tour that is 1 hour long when it shouldn’t take more than 10 minutes to walk the entire path on your own. I paid the ticket and left 5 minutes later. I had given this 2 stars because the place is well taken care of, but saw a review about animals caged in a small area so I decided to give just 1 star instead. Read the poor reviews as they are based on facts, not on the emotional impression of easily impressed tourists.",negativo,atencion_servicio,estrellas=1 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_0da413aebf34a23f,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2024-07-27T14:53:18.030Z,For some reason Everytime I tried to enter this beautiful Archeological Site they were always closed they wouldn't disclose as to why. I asked around with the locals and those nearby and no one seemed to understand why the site was closed down. I stayed in Lima for almost 9 days and every single day it was closed. Don't get me wrong the site is amazingly beautiful but ashamed that it was always closed.,negativo,atractivos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_0da413aebf34a23f,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2024-07-27T14:53:18.030Z,For some reason Everytime I tried to enter this beautiful Archeological Site they were always closed they wouldn't disclose as to why. I asked around with the locals and those nearby and no one seemed to understand why the site was closed down. I stayed in Lima for almost 9 days and every single day it was closed. Don't get me wrong the site is amazingly beautiful but ashamed that it was always closed.,negativo,atencion_servicio,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,ausente
gm_2687fee513118dbc,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2022-04-19T01:55:40.350Z,"Nice to watch, but I wouldn't have needed a tour. (but without a tour you can't get in) It lasts 1h, price was 15 soles, and you have to reserve for a tour in advance. In retrospect for me it would have been enough, to see the building from outside and read all the information on the internet. Our guide also didn't seem very motivated.",negativo,atractivos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,positivo
gm_2687fee513118dbc,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2022-04-19T01:55:40.350Z,"Nice to watch, but I wouldn't have needed a tour. (but without a tour you can't get in) It lasts 1h, price was 15 soles, and you have to reserve for a tour in advance. In retrospect for me it would have been enough, to see the building from outside and read all the information on the internet. Our guide also didn't seem very motivated.",negativo,costos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,neutro
gm_2687fee513118dbc,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2022-04-19T01:55:40.350Z,"Nice to watch, but I wouldn't have needed a tour. (but without a tour you can't get in) It lasts 1h, price was 15 soles, and you have to reserve for a tour in advance. In retrospect for me it would have been enough, to see the building from outside and read all the information on the internet. Our guide also didn't seem very motivated.",negativo,atencion_servicio,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,neutro
gm_32fdae56eab3cce5,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2019-02-20T21:12:09.602Z,Not worth the effort. It's preservd but without a guide not worth it.,negativo,costos,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,negativo
gm_32fdae56eab3cce5,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2019-02-20T21:12:09.602Z,Not worth the effort. It's preservd but without a guide not worth it.,negativo,atencion_servicio,estrellas=2 | conector:but | estrellas_bajas,0.5,alta,negativo
