annotation_id,review_uid,destination,language_review,aspecto,text_clean,input_modelo,label
gm_f64ab05e50fc4e78__atencion_servicio,gm_f64ab05e50fc4e78,Ciudadela de Kuélap,es,atencion_servicio,"La ciudadela de Kuélap es otra de nuestras maravillas que tiene nuestro Perú. Pará llegar es a través de los teleféricos. El costo es de S/. 10.00 soles por persona, tienes 2 maneras de llegar a caballo con un guía el precio es de S/. 30 soles ida y vuelta hay una caballeriza para llegar y abordar el retorno, el tramo es de aproximadamente 20 minutos, también se puede ir a pie pero demoraría 40 a 50 minutos. Al llegar a la ciudadela hay un guía que los lleva a recorrer las instalaciones y va explicando cómo nuestros antepasados Chachapoyas vivían en tan hermosa ciudadela. Hay centros para comprar recuerdos.","aspecto: atencion_servicio reseña: La ciudadela de Kuélap es otra de nuestras maravillas que tiene nuestro Perú. Pará llegar es a través de los teleféricos. El costo es de S/. 10.00 soles por persona, tienes 2 maneras de llegar a caballo con un guía el precio es de S/. 30 soles ida y vuelta hay una caballeriza para llegar y abordar el retorno, el tramo es de aproximadamente 20 minutos, también se puede ir a pie pero demoraría 40 a 50 minutos. Al llegar a la ciudadela hay un guía que los lleva a recorrer las instalaciones y va explicando cómo nuestros antepasados Chachapoyas vivían en tan hermosa ciudadela. Hay centros para comprar recuerdos.",neutro
gm_c79fc240a79e52f0__seguridad,gm_c79fc240a79e52f0,Santuario Histórico de Machu Picchu,es,seguridad,"El lugar es realmente increíble! Pero realmente me pareció que Tina muy poca seguridad e información! Subir la.mintala de machupucchu no es para cualquiera. No hay carteles de precaución, altura, metros faltantes. Te cobran 2 soles X el baño cuando es la segunda maravilla del mundo más cara!!! Media pilaaaaa. Pd. No sabría el motivo pero te retan por usar el palito de selfie!!!😯","aspecto: seguridad reseña: El lugar es realmente increíble! Pero realmente me pareció que Tina muy poca seguridad e información! Subir la.mintala de machupucchu no es para cualquiera. No hay carteles de precaución, altura, metros faltantes. Te cobran 2 soles X el baño cuando es la segunda maravilla del mundo más cara!!! Media pilaaaaa. Pd. No sabría el motivo pero te retan por usar el palito de selfie!!!😯",neutro
gm_4bf8b3f8deb19721__alojamiento,gm_4bf8b3f8deb19721,Circuito Mágico del Agua,en,alojamiento,"The main attractions are water fountains. At designated times, you will see the fountains light up in color. The park is clean, with ample room to walk. It was very crowded the evening we visited, and with a long line to get in as it was a Peruvian holiday. There were many children of all ages.","aspecto: alojamiento reseña: The main attractions are water fountains. At designated times, you will see the fountains light up in color. The park is clean, with ample room to walk. It was very crowded the evening we visited, and with a long line to get in as it was a Peruvian holiday. There were many children of all ages.",neutro
gm_ea444dc3df3e5ead__seguridad,gm_ea444dc3df3e5ead,Museo Tumbas Reales del Señor de Sipán,es,seguridad,La colección es espectacular. Y el trabajo de los arqueólogos impresionante. Pero él no poder hacer fotos es ridículo. Las medidas de seguridad desmedidas en mi opinión. Los huaqueros saquean los tesoros como éste con impunidad y a los visitantes nos tratan como ladrones.,aspecto: seguridad reseña: La colección es espectacular. Y el trabajo de los arqueólogos impresionante. Pero él no poder hacer fotos es ridículo. Las medidas de seguridad desmedidas en mi opinión. Los huaqueros saquean los tesoros como éste con impunidad y a los visitantes nos tratan como ladrones.,negativo
gm_9a9d5fc87fa2c02d__seguridad,gm_9a9d5fc87fa2c02d,Circuito Mágico del Agua,es,seguridad,Todo genial con las atracciones y pero deberían avisar o poner el horario real en los flyers de las atracciones... Dice 10pm pero no dejan entrar más de las 9pm. Que nos informo el de seguridad.. tomen sus precauciones,aspecto: seguridad reseña: Todo genial con las atracciones y pero deberían avisar o poner el horario real en los flyers de las atracciones... Dice 10pm pero no dejan entrar más de las 9pm. Que nos informo el de seguridad.. tomen sus precauciones,neutro
gm_3db5424c3881c77b__atencion_servicio,gm_3db5424c3881c77b,Santuario Histórico de Machu Picchu,en,atencion_servicio,"We spent an afternoon and the better part of the following day at MP. The two days we were there the clouds were rolling over the mountain tops and created an incredible, life experience type of view. I recommend getting a guide to best understand what you are viewing and the history. This place is not easy to get to including the long lines to get the bus ride from the valley to the entrance near the top of the mountain (only way to get there). Crowds are an issue both in MP and getting up there. We stayed at the small lodge right by the entrance which helped greatly in our enjoyment due to missing some of the crowds and avoiding two bus rides. Expensive and hard to get a room but worth it if your budget allows. The views are incredible, breath taking, etc... The place defies imagination as to how the Incas were able to construct it.","aspecto: atencion_servicio reseña: We spent an afternoon and the better part of the following day at MP. The two days we were there the clouds were rolling over the mountain tops and created an incredible, life experience type of view. I recommend getting a guide to best understand what you are viewing and the history. This place is not easy to get to including the long lines to get the bus ride from the valley to the entrance near the top of the mountain (only way to get there). Crowds are an issue both in MP and getting up there. We stayed at the small lodge right by the entrance which helped greatly in our enjoyment due to missing some of the crowds and avoiding two bus rides. Expensive and hard to get a room but worth it if your budget allows. The views are incredible, breath taking, etc... The place defies imagination as to how the Incas were able to construct it.",negativo
gm_1f3705b7a33b3383__accesibilidad,gm_1f3705b7a33b3383,Santuario Histórico de Machu Picchu,es,accesibilidad,"Machu Picchu is an ancient Incan citadel located high in the Andes Mountains of Peru. The site is one of the most iconic and breathtakingly beautiful destinations in the world, attracting millions of visitors every year. To reach Machu Picchu, visitors can either hike the famous Inca Trail or take a train from the nearby town of Cusco. Once there, visitors can explore the ruins of the citadel, which include impressive structures such as temples, terraces, and plazas. The intricate stonework and engineering feats of the Incas are truly awe-inspiring. While Machu Picchu can get crowded, especially during peak season, there are ways to avoid the crowds and make the most of the experience. One option is to visit early in the morning or later in the afternoon when there are fewer visitors. Another option is to take a guided tour, which can provide insight into the history and significance of the site. Overall, Machu Picchu is a must-see destination for anyone visiting Peru or South America. The beauty, history, and cultural significance of the site are truly unmatched, and it's an experience that will stay with you for a lifetime. Machu Picchu es una antigua ciudadela inca ubicada en lo alto de las montañas de los Andes en Perú. El sitio es uno de los destinos más icónicos y impresionantemente hermosos del mundo, atrayendo a millones de visitantes cada año. Para llegar a Machu Picchu, los visitantes pueden hacer la famosa Camino Inca o tomar un tren desde la cercana ciudad de Cusco. Una vez allí, los visitantes pueden explorar las ruinas de la ciudadela, que incluyen impresionantes estructuras como templos, terrazas y plazas. La intrincada obra de piedra y los logros de ingeniería de los incas son realmente impresionantes. Aunque Machu Picchu puede llenarse de turistas, especialmente durante la temporada alta, hay formas de evitar las multitudes y aprovechar al máximo la experiencia. Una opción es visitar temprano en la mañana o más tarde por la tarde, cuando hay menos visitantes. Otra opción es tomar un recorrido guiado, que puede proporcionar información sobre la historia y la importancia del sitio. En general, Machu Picchu es un destino imperdible para cualquier persona que visite Perú o América del Sur. La belleza, la historia y la importancia cultural del sitio son realmente incomparables, y es una experiencia que permanecerá contigo para toda la vida.","aspecto: accesibilidad reseña: Machu Picchu is an ancient Incan citadel located high in the Andes Mountains of Peru. The site is one of the most iconic and breathtakingly beautiful destinations in the world, attracting millions of visitors every year. To reach Machu Picchu, visitors can either hike the famous Inca Trail or take a train from the nearby town of Cusco. Once there, visitors can explore the ruins of the citadel, which include impressive structures such as temples, terraces, and plazas. The intricate stonework and engineering feats of the Incas are truly awe-inspiring. While Machu Picchu can get crowded, especially during peak season, there are ways to avoid the crowds and make the most of the experience. One option is to visit early in the morning or later in the afternoon when there are fewer visitors. Another option is to take a guided tour, which can provide insight into the history and significance of the site. Overall, Machu Picchu is a must-see destination for anyone visiting Peru or South America. The beauty, history, and cultural significance of the site are truly unmatched, and it's an experience that will stay with you for a lifetime. Machu Picchu es una antigua ciudadela inca ubicada en lo alto de las montañas de los Andes en Perú. El sitio es uno de los destinos más icónicos y impresionantemente hermosos del mundo, atrayendo a millones de visitantes cada año. Para llegar a Machu Picchu, los visitantes pueden hacer la famosa Camino Inca o tomar un tren desde la cercana ciudad de Cusco. Una vez allí, los visitantes pueden explorar las ruinas de la ciudadela, que incluyen impresionantes estructuras como templos, terrazas y plazas. La intrincada obra de piedra y los logros de ingeniería de los incas son realmente impresionantes. Aunque Machu Picchu puede llenarse de turistas, especialmente durante la temporada alta, hay formas de evitar las multitudes y aprovechar al máximo la experiencia. Una opción es visitar temprano en la mañana o más tarde por la tarde, cuando hay menos visitantes. Otra opción es tomar un recorrido guiado, que puede proporcionar información sobre la historia y la importancia del sitio. En general, Machu Picchu es un destino imperdible para cualquier persona que visite Perú o América del Sur. La belleza, la historia y la importancia cultural del sitio son realmente incomparables, y es una experiencia que permanecerá contigo para toda la vida.",neutro
gm_2e5935132c347b7a__limpieza,gm_2e5935132c347b7a,Circuito Mágico del Agua,es,limpieza,"Vengo desde que se inauguró el Circuito y dejé de venir hace años, hoy 01/03/2026 regresé con mi familia con la esperanza de pasarla bonito como años anteriores y pasear pero todo es distinto. 1. El aforo parece que sobrepasa, hay gente en exceso ya ni se puede pasear ni caminar agusto. 2. No sé desde cuándo ya no se puede pasar por el túnel hacia el otro parque sin que pagues S/5 + OBLIGATORIAMENTE, años anteriores podías pasar y visitar ambos parques pagando solo 1 entrada. Eso me parece un abuso, ni siquiera está indicado en la boletería. O sea, si no quiero pasar por ese evento X que hay y decoran porque simplemente no me gusta se tiene que cancelar solo para pasar al otro parque?! 👎🏽 3. Los baños están en pésimo estado, no hay cerrojo en las puertas en la mayoría y la palanca del agua del inodoro NO FUNCIONA, por S/1.50 cada persona, fácil se puede arreglar eso en cuestión de horas pero otras personas me indican que está así ya tiempo y una señorita apurada trata de limpiar los baños pero no es así no se trata de eso. 4. Este parque se ha vuelto como un centro comercial, hay demasiados juegos electrónicos para niños (no está mal que haya pero es demasiado) y venta de muchas cosas, NO se disfruta de las piletas que contando hay como 6 en el parque que permiten entrar.","aspecto: limpieza reseña: Vengo desde que se inauguró el Circuito y dejé de venir hace años, hoy 01/03/2026 regresé con mi familia con la esperanza de pasarla bonito como años anteriores y pasear pero todo es distinto. 1. El aforo parece que sobrepasa, hay gente en exceso ya ni se puede pasear ni caminar agusto. 2. No sé desde cuándo ya no se puede pasar por el túnel hacia el otro parque sin que pagues S/5 + OBLIGATORIAMENTE, años anteriores podías pasar y visitar ambos parques pagando solo 1 entrada. Eso me parece un abuso, ni siquiera está indicado en la boletería. O sea, si no quiero pasar por ese evento X que hay y decoran porque simplemente no me gusta se tiene que cancelar solo para pasar al otro parque?! 👎🏽 3. Los baños están en pésimo estado, no hay cerrojo en las puertas en la mayoría y la palanca del agua del inodoro NO FUNCIONA, por S/1.50 cada persona, fácil se puede arreglar eso en cuestión de horas pero otras personas me indican que está así ya tiempo y una señorita apurada trata de limpiar los baños pero no es así no se trata de eso. 4. Este parque se ha vuelto como un centro comercial, hay demasiados juegos electrónicos para niños (no está mal que haya pero es demasiado) y venta de muchas cosas, NO se disfruta de las piletas que contando hay como 6 en el parque que permiten entrar.",neutro
gm_8ed1caeb1a2f688d__costos,gm_8ed1caeb1a2f688d,Circuito Mágico del Agua,es,costos,"Sin duda puedes disfrutarlo más de noche. Eh visto algunos extranjeros, pero también eh visto a niños perdidos, a gente en pésimo estado, hay mucho perdidos, hace MUCHA FALTA la seguridad. Esa noche de las fotos que fui, un domingo por la noche con mi familia , vi a un hombre atacando a dos mujeres con gas pimienta. Una de ella lloraba y pedía ayuda a gritos y la otra la ayudaba mientras que grababa al atacante. A unos metros de mi en pleno show histórico de las aguas de las 7pm. Este atacó a la señora eh intentó huir pero solo había uno que otro intentándolo detener y grabándolo. Además justo antes de pegar mis entradas vi a una mujer atacar a otra mujer en plena entrada con mucho niños cerca, al parecer esta le quería robar la cartera. -Deben tener mucho cuidado si van. Especialmente si van con niños -Es muy fácil perderse. -Hay enormes filas de espera, especialmente en el atardecer. (5-6pm) -Las entradas están 4 soles por persona. -Creo que también se pueden comprar por la página web. (desconozco de esta, sólo la vi en un letrero en la fila de espera) -Hay muchas ventas de adelanto de colas informales -También fuera del parque deben tener cuidado ya que es una zona algo peligrosa -Solo hay un mapa un poco más allá de la entrada, le recomiendo tomar una foto -Hay zonas muy oscuras, tengan cuidado -Si o si te vas a mojar ahí dentro Especialmente en una atracción que parece un túnel de agua y puedes pasar por debajo","aspecto: costos reseña: Sin duda puedes disfrutarlo más de noche. Eh visto algunos extranjeros, pero también eh visto a niños perdidos, a gente en pésimo estado, hay mucho perdidos, hace MUCHA FALTA la seguridad. Esa noche de las fotos que fui, un domingo por la noche con mi familia , vi a un hombre atacando a dos mujeres con gas pimienta. Una de ella lloraba y pedía ayuda a gritos y la otra la ayudaba mientras que grababa al atacante. A unos metros de mi en pleno show histórico de las aguas de las 7pm. Este atacó a la señora eh intentó huir pero solo había uno que otro intentándolo detener y grabándolo. Además justo antes de pegar mis entradas vi a una mujer atacar a otra mujer en plena entrada con mucho niños cerca, al parecer esta le quería robar la cartera. -Deben tener mucho cuidado si van. Especialmente si van con niños -Es muy fácil perderse. -Hay enormes filas de espera, especialmente en el atardecer. (5-6pm) -Las entradas están 4 soles por persona. -Creo que también se pueden comprar por la página web. (desconozco de esta, sólo la vi en un letrero en la fila de espera) -Hay muchas ventas de adelanto de colas informales -También fuera del parque deben tener cuidado ya que es una zona algo peligrosa -Solo hay un mapa un poco más allá de la entrada, le recomiendo tomar una foto -Hay zonas muy oscuras, tengan cuidado -Si o si te vas a mojar ahí dentro Especialmente en una atracción que parece un túnel de agua y puedes pasar por debajo",neutro
gm_3ccee15177370baa__accesibilidad,gm_3ccee15177370baa,Centro Histórico de Lima,es,accesibilidad,"Muy linda no entiendo por qué no podíamos pase al centro de la plaza hasta que en algún momento permitieron la entrada pero ya nos estábamos retirando así que no pude apreciar el monumento de cerca, tienen mucho serensgo cuidando las áreas por lo que están limpias y bonitas y se siente seguro estar aunque no hay que olvidar que es centro hay que estar pendiente, tienen dos pobres caballos paseando turistas en unos coches que me pareció maltrato animal, un coche demasiado grande y lleno de personas para un solo caballo, por lo demás un sitio muy lindo que vale la pena conocer por demás histórico y representativo","aspecto: accesibilidad reseña: Muy linda no entiendo por qué no podíamos pase al centro de la plaza hasta que en algún momento permitieron la entrada pero ya nos estábamos retirando así que no pude apreciar el monumento de cerca, tienen mucho serensgo cuidando las áreas por lo que están limpias y bonitas y se siente seguro estar aunque no hay que olvidar que es centro hay que estar pendiente, tienen dos pobres caballos paseando turistas en unos coches que me pareció maltrato animal, un coche demasiado grande y lleno de personas para un solo caballo, por lo demás un sitio muy lindo que vale la pena conocer por demás histórico y representativo",ausente
gm_b65340485e20dc7a__seguridad,gm_b65340485e20dc7a,Circuito Mágico del Agua,es,seguridad,"Excelente lugar para visitar en Lima, vale muchísimo la pena y también es muy barato para entrar, No necesariamente tienes que mojarte pero si quieres lo puedes hacer LO BUENO el lugar está muy ordenado limpio ten cuidado Hay policías tanto afuera como adentro Hay vendedores ambulantes también adentro y la verdad venden todo a muy buen precio Los espectáculos de agua y las fuentes son muy entretenidas El lugar es muy grande y puedes pasar mucho tiempo aquí El espectáculo de las fuentes lo repiten unas 3 veces por la noche LO MALO Lo único malo que vi es que en un lugar que tiene tanta agua hay muy pocos baños y muy pequeños para la cantidad de gente que entra a este lugar La zona puede ser no muy segura por las noches En general vale muchísimo la pena venir aquí","aspecto: seguridad reseña: Excelente lugar para visitar en Lima, vale muchísimo la pena y también es muy barato para entrar, No necesariamente tienes que mojarte pero si quieres lo puedes hacer LO BUENO el lugar está muy ordenado limpio ten cuidado Hay policías tanto afuera como adentro Hay vendedores ambulantes también adentro y la verdad venden todo a muy buen precio Los espectáculos de agua y las fuentes son muy entretenidas El lugar es muy grande y puedes pasar mucho tiempo aquí El espectáculo de las fuentes lo repiten unas 3 veces por la noche LO MALO Lo único malo que vi es que en un lugar que tiene tanta agua hay muy pocos baños y muy pequeños para la cantidad de gente que entra a este lugar La zona puede ser no muy segura por las noches En general vale muchísimo la pena venir aquí",positivo
gm_ebf7312fa98f420a__limpieza,gm_ebf7312fa98f420a,Circuito Mágico del Agua,es,limpieza,"Este Circuito es uno de los más hermosos de toda Latinoamérica. Para mí la fuente principal y mas hermosa e impactante es la más grande de forma corcular de esta lindo parque de la reserva, en esta oportunidad me tocó asistir un día sábado y es un día que por más que sea fin de semana no lo recomiendo para asistir. Es un día súper repleto de personas y para entrar hay dos entradas para pagar en taquilla, el precio es de 4 soles por personas y las personas con discapacidad pueden ingresar pagando el 50% de la entrada, por ser un día súper difícil de asistir y de noche, para el ingreso se hacen unas colas gigantes, en donde hay usureros que se ponen en la entrada del parque a venderte los puestos para acercarte más en la entrada. Es una completa locura no me gustó asistir este día. Tuve que correr para la otra entrada antes de que se volviera a poner mas larga. Yo ya he ido en el transcurso de la semana y no es tan desastroso como los fines de semana. Lo único que deberían hacer es aprovechar las taquillas vacías para colocar cajeras en los días que son más concurridos por personas residenciales y turistas. Es la única cosa negativa. De lo contrario. Hay vigilancia. Protección. Cuidado. Es limpio (no entre a los baños pero si hay baños) es un lugar familia, y si, si te puedes bañar en las fuentes dinámicas para adultos y niños, además hay un tren en el parque en donde puedes recorrerlo sin ningún problema, hay lugares autorizados para comer. Y además castillos inflables para los más pequeños. Hay que ir como porque las fuentes se prestan para mojarte en las fotografías. Dentro del parque también hay fotógrafos que imprimen las fotografías en el momento. Lo recomiendo.","aspecto: limpieza reseña: Este Circuito es uno de los más hermosos de toda Latinoamérica. Para mí la fuente principal y mas hermosa e impactante es la más grande de forma corcular de esta lindo parque de la reserva, en esta oportunidad me tocó asistir un día sábado y es un día que por más que sea fin de semana no lo recomiendo para asistir. Es un día súper repleto de personas y para entrar hay dos entradas para pagar en taquilla, el precio es de 4 soles por personas y las personas con discapacidad pueden ingresar pagando el 50% de la entrada, por ser un día súper difícil de asistir y de noche, para el ingreso se hacen unas colas gigantes, en donde hay usureros que se ponen en la entrada del parque a venderte los puestos para acercarte más en la entrada. Es una completa locura no me gustó asistir este día. Tuve que correr para la otra entrada antes de que se volviera a poner mas larga. Yo ya he ido en el transcurso de la semana y no es tan desastroso como los fines de semana. Lo único que deberían hacer es aprovechar las taquillas vacías para colocar cajeras en los días que son más concurridos por personas residenciales y turistas. Es la única cosa negativa. De lo contrario. Hay vigilancia. Protección. Cuidado. Es limpio (no entre a los baños pero si hay baños) es un lugar familia, y si, si te puedes bañar en las fuentes dinámicas para adultos y niños, además hay un tren en el parque en donde puedes recorrerlo sin ningún problema, hay lugares autorizados para comer. Y además castillos inflables para los más pequeños. Hay que ir como porque las fuentes se prestan para mojarte en las fotografías. Dentro del parque también hay fotógrafos que imprimen las fotografías en el momento. Lo recomiendo.",positivo
gm_30244be1815eb3e8__atencion_servicio,gm_30244be1815eb3e8,Reserva Nacional de Paracas,es,atencion_servicio,"El mar es muy limpio y lindo. Esta playa vale la pena ser visitada, apesar de la lejanía. Lo único que pueden mejorar es la atención en los bañeros y vestidores. Para los 2 soles que cobran para entrar al baño, no vale la pena pues los inodoros no tienen mantenimiento, ni los vestidores que no cuentan con luz.","aspecto: atencion_servicio reseña: El mar es muy limpio y lindo. Esta playa vale la pena ser visitada, apesar de la lejanía. Lo único que pueden mejorar es la atención en los bañeros y vestidores. Para los 2 soles que cobran para entrar al baño, no vale la pena pues los inodoros no tienen mantenimiento, ni los vestidores que no cuentan con luz.",neutro
gm_e1d76e2c7d94cd57__seguridad,gm_e1d76e2c7d94cd57,Ciudadela de Kuélap,es,seguridad,"Muy bonito lugar, es maravilloso conocer más acerca de nuestro Perú, recomiendo mucho la visita guiada para ir conociendo la historia de la Llaqta. Lo único que debo rescatar para los viajeros en moto, es que tengan cuidado con la policía de carreteras que hay en esa zona, intentaron sacarme dinero alegando que mi licencia era falsa y que tenía multas, pese a que tengo todo en orden, no se dejen amedrentar, por lo demás muy hermoso recorrido.","aspecto: seguridad reseña: Muy bonito lugar, es maravilloso conocer más acerca de nuestro Perú, recomiendo mucho la visita guiada para ir conociendo la historia de la Llaqta. Lo único que debo rescatar para los viajeros en moto, es que tengan cuidado con la policía de carreteras que hay en esa zona, intentaron sacarme dinero alegando que mi licencia era falsa y que tenía multas, pese a que tengo todo en orden, no se dejen amedrentar, por lo demás muy hermoso recorrido.",positivo
gm_86be4d76ba40011a__alojamiento,gm_86be4d76ba40011a,Santuario Histórico de Machu Picchu,en,alojamiento,"This is an amazing place! Incredible location in the exuberant ANDES . The tracks going to the point are unforgettable, that's the essence and uniqueness of those evergreen mountains. Rich full of life with wild rivers, dangerous trails and ""pacha mama's "" fruits of delight😂. The views and the natural phenomena situation make Machu Picchu a memorable place. So international!!! On the other hand stay the construction itself : very modest and elementary for the time ( Incas like all American tribes ) were underdeveloped and it is evident in all their monuments around the continent. Lack of any written documents make the stories sound so funny and absurd! Tour guides are so amateurish that make me LOL! Extremely overpriced but that's the sad story of the mass tourism industry all around the world now!","aspecto: alojamiento reseña: This is an amazing place! Incredible location in the exuberant ANDES . The tracks going to the point are unforgettable, that's the essence and uniqueness of those evergreen mountains. Rich full of life with wild rivers, dangerous trails and ""pacha mama's "" fruits of delight😂. The views and the natural phenomena situation make Machu Picchu a memorable place. So international!!! On the other hand stay the construction itself : very modest and elementary for the time ( Incas like all American tribes ) were underdeveloped and it is evident in all their monuments around the continent. Lack of any written documents make the stories sound so funny and absurd! Tour guides are so amateurish that make me LOL! Extremely overpriced but that's the sad story of the mass tourism industry all around the world now!",ausente
gm_08eb6234aaaff581__accesibilidad,gm_08eb6234aaaff581,Santuario Histórico de Machu Picchu,es,accesibilidad,"Excelente experiencia llegar a este lugar. Desde Cusco se puede tomar autobús hasta Ollantaytambo y de ahí el tren. Al regreso se hace de la misma manera. Com alguna agencia de allá sale en poco más de 300 dls el tour, puesto q lomas caro es el tren y entrada a Machupichu. Aguas Calientes es más caro que Cusco por lo que se debe tener en cuenta. En cuanto a la obra que es Machupichu, se aprecia de gran manera los tipos de construcción e ingeniería de los Incas. Hay ciertos sectores cerrados por mantenimiento y para evitar más erosión.","aspecto: accesibilidad reseña: Excelente experiencia llegar a este lugar. Desde Cusco se puede tomar autobús hasta Ollantaytambo y de ahí el tren. Al regreso se hace de la misma manera. Com alguna agencia de allá sale en poco más de 300 dls el tour, puesto q lomas caro es el tren y entrada a Machupichu. Aguas Calientes es más caro que Cusco por lo que se debe tener en cuenta. En cuanto a la obra que es Machupichu, se aprecia de gran manera los tipos de construcción e ingeniería de los Incas. Hay ciertos sectores cerrados por mantenimiento y para evitar más erosión.",neutro
gm_aa4e0c94638ab41f__atencion_servicio,gm_aa4e0c94638ab41f,Ciudadela de Kuélap,es,atencion_servicio,"El servicio de cabinas del teleférico excelente, te acercan hasta la fortaleza , un lugar lleno de historia.","aspecto: atencion_servicio reseña: El servicio de cabinas del teleférico excelente, te acercan hasta la fortaleza , un lugar lleno de historia.",neutro
gm_9dd1d19aa8082f5e__limpieza,gm_9dd1d19aa8082f5e,Reserva Nacional de Paracas,es,limpieza,"Muy buena vista para jugar con el drone aunque el viento molesta un poco a las hélices del drone inspire 2 deben tener cuidado y analizar cuánto de fuerza corre pero sin duda la vista lo vale aunque la playa me dijeron que no se puede entrar pues está algo contaminada por residuos de minerales, espero vengan es un lindo lugar, pero la gastronomía nes súper deliciosa, saludos.","aspecto: limpieza reseña: Muy buena vista para jugar con el drone aunque el viento molesta un poco a las hélices del drone inspire 2 deben tener cuidado y analizar cuánto de fuerza corre pero sin duda la vista lo vale aunque la playa me dijeron que no se puede entrar pues está algo contaminada por residuos de minerales, espero vengan es un lindo lugar, pero la gastronomía nes súper deliciosa, saludos.",ausente
gm_e46b5b49ccede236__alojamiento,gm_e46b5b49ccede236,Santuario Histórico de Machu Picchu,en,alojamiento,"Pristine from start to finish. The train is a clean and comfortable 3.5-4 hour ride from Cusco. Following the train ride, you will enter Machu Pichu City where you will take a short bus ride to the historical site. Please beware, you will still have a fairly strenuous walk/hike from the bus to the site. If you live in a flat area, I suggest using a stair climber to prepare yourself. My tour, which I booked through AirBnB experiences was a one on one, personalized experience. This allowed me to rest when needed, ask questions, and make correlations. Most of the groups were 20+ people, I don't suggest that. You want to observe and absorb, so book an intimate tour. Also, important to note, there are 3 tour levels. Level one only grants access to having your picture taken close to the site, without touring the site. Level 2 grants the most access overall, but it does not focus on the royalty sites like Level 3. There is also an option to add a hike to Winchu Pichu (the mountain in the background of the pictures). That option is only available twice per day. I would never, so I'm not sure how to book it 😆🤣😆🤣 PLEASE PLEASE PLEASE bring only minimal gear, otherwise you will be rucking. A sweat suit with poncho or a lightweight all weather jacket will suffice. Layer the clothing so you can add/subtract as needed. Apply bug spray before leaving your hotel. Carry only one bottle of water. Fanny pack + water is all you need. You can buy snacks before/after in the city. YOU MUST HAVE YOUR PASSPORT TO ENTER/ EXIT THE SITE. P.S. entry is limited to a few thousand people per day, please book well in advance to secure your spot. Also, the rainy season starts in October. I was very blessed to only endure a sprinkle. With a hard rain, you won't be able to see and it will be very dangerous. You are walking/hiking on stones the entire time.","aspecto: alojamiento reseña: Pristine from start to finish. The train is a clean and comfortable 3.5-4 hour ride from Cusco. Following the train ride, you will enter Machu Pichu City where you will take a short bus ride to the historical site. Please beware, you will still have a fairly strenuous walk/hike from the bus to the site. If you live in a flat area, I suggest using a stair climber to prepare yourself. My tour, which I booked through AirBnB experiences was a one on one, personalized experience. This allowed me to rest when needed, ask questions, and make correlations. Most of the groups were 20+ people, I don't suggest that. You want to observe and absorb, so book an intimate tour. Also, important to note, there are 3 tour levels. Level one only grants access to having your picture taken close to the site, without touring the site. Level 2 grants the most access overall, but it does not focus on the royalty sites like Level 3. There is also an option to add a hike to Winchu Pichu (the mountain in the background of the pictures). That option is only available twice per day. I would never, so I'm not sure how to book it 😆🤣😆🤣 PLEASE PLEASE PLEASE bring only minimal gear, otherwise you will be rucking. A sweat suit with poncho or a lightweight all weather jacket will suffice. Layer the clothing so you can add/subtract as needed. Apply bug spray before leaving your hotel. Carry only one bottle of water. Fanny pack + water is all you need. You can buy snacks before/after in the city. YOU MUST HAVE YOUR PASSPORT TO ENTER/ EXIT THE SITE. P.S. entry is limited to a few thousand people per day, please book well in advance to secure your spot. Also, the rainy season starts in October. I was very blessed to only endure a sprinkle. With a hard rain, you won't be able to see and it will be very dangerous. You are walking/hiking on stones the entire time.",neutro
gm_580d8515d5c9cc90__accesibilidad,gm_580d8515d5c9cc90,Santuario Histórico de Machu Picchu,en,accesibilidad,"There's a reason it's on the 7 natural wonders. From Cusco, took 5 hours from hotel to the time we entered the park. Van, to train, to bus ... 5 hours. The way they've broken the tours down into different segments seems to be helpful to keep it from being so overcrowded.","aspecto: accesibilidad reseña: There's a reason it's on the 7 natural wonders. From Cusco, took 5 hours from hotel to the time we entered the park. Van, to train, to bus ... 5 hours. The way they've broken the tours down into different segments seems to be helpful to keep it from being so overcrowded.",ausente
gm_4a18d0c8238ac01f__atencion_servicio,gm_4a18d0c8238ac01f,Museo de Sitio Huaca Pucllana,en,atencion_servicio,"The guide was very informative, recommend going early in the morning to avoid long queues, offered tours in both English and Spanish","aspecto: atencion_servicio reseña: The guide was very informative, recommend going early in the morning to avoid long queues, offered tours in both English and Spanish",neutro
gm_a2c6d4905deb29f0__atencion_servicio,gm_a2c6d4905deb29f0,Ciudadela de Kuélap,es,atencion_servicio,Maravilloso lugar una vista única y los teleféricos con exelente atención con todos los protocolos con relación al covid mucha seguridad y cuidados.,aspecto: atencion_servicio reseña: Maravilloso lugar una vista única y los teleféricos con exelente atención con todos los protocolos con relación al covid mucha seguridad y cuidados.,neutro
gm_2c2399130ddd31d7__limpieza,gm_2c2399130ddd31d7,Reserva Nacional de Paracas,es,limpieza,La playa si es hermosa...el problema es la gente sucia que la visita...malogran todo el escenario.,aspecto: limpieza reseña: La playa si es hermosa...el problema es la gente sucia que la visita...malogran todo el escenario.,negativo
