user_id,perfil_turistico,perfil_turistico_descripcion,presupuesto_rango,presupuesto_disponible_soles,presupuesto_score,dias_viaje,dias_score,duracion_tipo,tolerancia_multitudes,tolerancia_multitudes_score,intereses_principales,interes_cultura,interes_naturaleza,interes_gastronomia,interes_aventura,interes_urbano,interes_rural,interes_fotografia,interes_compras,interes_relajacion,preferencia_climatica,clima_templado,clima_calido,clima_frio,clima_seco,clima_indiferente,motivo_viaje,motivo_vacaciones,motivo_recreacion,motivo_visita_a_familiares_amigos,motivo_academico,motivo_negocios,motivo_religioso,peso_presupuesto,peso_dias,peso_motivo,peso_intereses,peso_multitudes,peso_clima,validado_montecarlo,estado_validacion_montecarlo,porcentaje_categorias_aceptables,categorias_a_revisar,fecha_validacion,origen_dato
U00208,urbano_recreativo,Turista urbano/recreativo,Medio,615,0.2146,3,0.3333,Media,Media,0.5,"urbano, gastronomia, cultura, fotografia",1,0,1,0,1,0,1,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1607,0.103,0.1412,0.3162,0.1543,0.1245,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00209,economico_mochilero,Turista económico/mochilero,Medio,507,0.1696,7,1.0,Larga,Alta,1.0,"naturaleza, urbano, relajacion",0,1,0,0,1,0,0,0,1,Seco,0,0,0,1,0,Recreación,0,1,0,0,0,0,0.312,0.1096,0.1036,0.2679,0.1001,0.1068,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00210,aventurero,Turista aventurero,Bajo,315,0.0896,3,0.3333,Media,Media,0.5,"aventura, naturaleza, rural",0,1,0,1,0,1,0,0,0,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.1405,0.1386,0.1185,0.3845,0.1098,0.1081,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00211,familiar,Turista familiar,Medio,870,0.3208,7,1.0,Larga,Baja,0.0,"cultura, relajacion, gastronomia",1,0,1,0,0,0,0,0,1,Seco,0,0,0,1,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1893,0.1052,0.132,0.302,0.1526,0.1189,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00212,urbano_recreativo,Turista urbano/recreativo,Medio,812,0.2967,5,0.6667,Media,Media,0.5,"urbano, gastronomia, compras, naturaleza",0,1,1,0,1,0,0,1,0,Seco,0,0,0,1,0,Recreación,0,1,0,0,0,0,0.1646,0.1107,0.1473,0.3245,0.1398,0.1131,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00213,cultural,Turista cultural,Bajo,235,0.0563,5,0.6667,Media,Baja,0.0,"cultura, fotografia, naturaleza",1,1,0,0,0,0,1,0,0,Indiferente,0,0,0,0,1,Recreación,0,1,0,0,0,0,0.1472,0.1022,0.1253,0.373,0.105,0.1474,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00214,cultural,Turista cultural,Medio,920,0.3417,3,0.3333,Media,Alta,1.0,"cultura, gastronomia, naturaleza",1,1,1,0,0,0,0,0,0,Templado,1,0,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1334,0.1019,0.1364,0.3805,0.1036,0.1442,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00215,familiar,Turista familiar,Medio,654,0.2308,1,0.0,Corta,Baja,0.0,"cultura, gastronomia, aventura",1,0,1,1,0,0,0,0,0,Templado,1,0,0,0,0,Recreación,0,1,0,0,0,0,0.1817,0.1165,0.1275,0.2994,0.148,0.1269,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00216,gastronomico,Turista gastronómico,Alto,1854,0.7308,3,0.3333,Media,Media,0.5,"gastronomia, fotografia",0,0,1,0,0,0,1,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1686,0.1006,0.1123,0.4159,0.0892,0.1134,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00217,urbano_recreativo,Turista urbano/recreativo,Medio,784,0.285,2,0.1667,Corta,Baja,0.0,"urbano, gastronomia",0,0,1,0,1,0,0,0,0,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.1542,0.1001,0.139,0.3348,0.1551,0.1168,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00218,urbano_recreativo,Turista urbano/recreativo,Medio,536,0.1817,5,0.6667,Media,Alta,1.0,"urbano, gastronomia, compras, cultura, relajacion",1,0,1,0,1,0,0,1,1,Frío,0,0,1,0,0,Recreación,0,1,0,0,0,0,0.1607,0.1004,0.1452,0.3234,0.1464,0.124,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00219,economico_mochilero,Turista económico/mochilero,Medio,975,0.3646,5,0.6667,Media,Baja,0.0,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.2949,0.1118,0.1206,0.2817,0.103,0.088,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00220,aventurero,Turista aventurero,Medio,729,0.2621,3,0.3333,Media,Alta,1.0,"aventura, naturaleza",0,1,0,1,0,0,0,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1397,0.1436,0.1254,0.3769,0.1139,0.1005,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00221,cultural,Turista cultural,Medio,706,0.2525,4,0.5,Media,Alta,1.0,"cultura, gastronomia",1,0,1,0,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1305,0.1121,0.1309,0.3906,0.1001,0.1359,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00222,naturalista,Turista naturalista,Alto,1552,0.605,5,0.6667,Media,Baja,0.0,"naturaleza, aventura, rural",0,1,0,1,0,1,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1621,0.1285,0.1332,0.3608,0.0856,0.1298,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00223,familiar,Turista familiar,Alto,1593,0.6221,3,0.3333,Media,Alta,1.0,"cultura, compras",1,0,0,0,0,0,0,1,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1805,0.1212,0.1231,0.3,0.1574,0.1176,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00224,gastronomico,Turista gastronómico,Medio,917,0.3404,7,1.0,Larga,Alta,1.0,"gastronomia, urbano",0,0,1,0,1,0,0,0,0,Frío,0,0,1,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1638,0.0848,0.1189,0.4107,0.1048,0.117,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00225,familiar,Turista familiar,Alto,2441,0.9754,4,0.5,Media,Media,0.5,"cultura, naturaleza",1,1,0,0,0,0,0,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1883,0.1281,0.1431,0.286,0.1447,0.1097,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00226,familiar,Turista familiar,Bajo,340,0.1,2,0.1667,Corta,Media,0.5,"cultura, fotografia",1,0,0,0,0,0,1,0,0,Templado,1,0,0,0,0,Recreación,0,1,0,0,0,0,0.1676,0.1365,0.1361,0.2926,0.1454,0.1218,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00227,naturalista,Turista naturalista,Bajo,199,0.0413,5,0.6667,Media,Media,0.5,"naturaleza, gastronomia",0,1,1,0,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1723,0.1338,0.1193,0.3475,0.1003,0.1268,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00228,gastronomico,Turista gastronómico,Alto,2313,0.9221,5,0.6667,Media,Alta,1.0,"gastronomia, urbano",0,0,1,0,1,0,0,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1597,0.0937,0.1158,0.3919,0.1105,0.1282,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00229,naturalista,Turista naturalista,Alto,1463,0.5679,7,1.0,Larga,Alta,1.0,"naturaleza, aventura, rural",0,1,0,1,0,1,0,0,0,Templado,1,0,0,0,0,Académico,0,0,0,1,0,0,0.1534,0.1264,0.1193,0.3588,0.0983,0.1437,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00230,economico_mochilero,Turista económico/mochilero,Medio,850,0.3125,7,1.0,Larga,Baja,0.0,"naturaleza, cultura",1,1,0,0,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.2962,0.1097,0.0993,0.2885,0.0998,0.1065,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00231,economico_mochilero,Turista económico/mochilero,Bajo,371,0.1129,5,0.6667,Media,Media,0.5,"naturaleza, cultura",1,1,0,0,0,0,0,0,0,Cálido,0,1,0,0,0,Recreación,0,1,0,0,0,0,0.3042,0.1075,0.1192,0.2619,0.1026,0.1046,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00232,naturalista,Turista naturalista,Bajo,257,0.0654,5,0.6667,Media,Baja,0.0,"naturaleza, rural, cultura, relajacion",1,1,0,0,0,1,0,0,1,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.1622,0.1231,0.1334,0.3585,0.1042,0.1187,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00233,cultural,Turista cultural,Medio,973,0.3638,4,0.5,Media,Alta,1.0,"cultura, gastronomia, naturaleza",1,1,1,0,0,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1457,0.1093,0.1218,0.3846,0.1104,0.1283,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00234,gastronomico,Turista gastronómico,Medio,404,0.1267,5,0.6667,Media,Media,0.5,"gastronomia, urbano",0,0,1,0,1,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1614,0.0892,0.1181,0.4034,0.1122,0.1157,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00235,naturalista,Turista naturalista,Alto,1408,0.545,3,0.3333,Media,Baja,0.0,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1604,0.1254,0.1227,0.368,0.0994,0.1242,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00236,cultural,Turista cultural,Medio,845,0.3104,3,0.3333,Media,Alta,1.0,"cultura, urbano",1,0,0,0,1,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1457,0.1027,0.1142,0.381,0.1089,0.1475,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00237,cultural,Turista cultural,Alto,2002,0.7925,3,0.3333,Media,Media,0.5,"cultura, urbano, fotografia",1,0,0,0,1,0,1,0,0,Frío,0,0,1,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1448,0.1086,0.1216,0.3727,0.1113,0.1409,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00238,cultural,Turista cultural,Bajo,206,0.0442,7,1.0,Larga,Media,0.5,"cultura, fotografia",1,0,0,0,0,0,1,0,0,Templado,1,0,0,0,0,Académico,0,0,0,1,0,0,0.1382,0.113,0.127,0.3768,0.0967,0.1483,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00239,urbano_recreativo,Turista urbano/recreativo,Medio,792,0.2883,2,0.1667,Corta,Media,0.5,"urbano, gastronomia, compras",0,0,1,0,1,0,0,1,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1522,0.1033,0.1301,0.3312,0.1552,0.128,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00240,gastronomico,Turista gastronómico,Medio,542,0.1842,7,1.0,Larga,Media,0.5,"gastronomia, relajacion",0,0,1,0,0,0,0,0,1,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.154,0.1082,0.1129,0.3976,0.1041,0.1233,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00241,cultural,Turista cultural,Medio,873,0.3221,3,0.3333,Media,Baja,0.0,"cultura, urbano, fotografia, naturaleza",1,1,0,0,1,0,1,0,0,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.1345,0.107,0.1349,0.3753,0.1078,0.1404,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00242,economico_mochilero,Turista económico/mochilero,Bajo,155,0.0229,3,0.3333,Media,Baja,0.0,"naturaleza, cultura, fotografia",1,1,0,0,0,0,1,0,0,Indiferente,0,0,0,0,1,Visita a familiares/amigos,0,0,1,0,0,0,0.3003,0.1153,0.1243,0.2752,0.0945,0.0905,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00243,familiar,Turista familiar,Medio,582,0.2008,2,0.1667,Corta,Baja,0.0,"cultura, naturaleza, fotografia, gastronomia",1,1,1,0,0,0,1,0,0,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.1733,0.1106,0.1339,0.3057,0.14,0.1365,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00244,economico_mochilero,Turista económico/mochilero,Medio,534,0.1808,7,1.0,Larga,Alta,1.0,"naturaleza, rural, fotografia, relajacion",0,1,0,0,0,1,1,0,1,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.3059,0.1134,0.1058,0.2745,0.1006,0.0998,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00245,urbano_recreativo,Turista urbano/recreativo,Bajo,173,0.0304,2,0.1667,Corta,Alta,1.0,"urbano, compras",0,0,0,0,1,0,0,1,0,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.1552,0.1122,0.1308,0.3376,0.1417,0.1226,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00246,cultural,Turista cultural,Medio,469,0.1537,5,0.6667,Media,Alta,1.0,"cultura, fotografia",1,0,0,0,0,0,1,0,0,Templado,1,0,0,0,0,Académico,0,0,0,1,0,0,0.1384,0.0969,0.1354,0.3863,0.0961,0.1469,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00247,gastronomico,Turista gastronómico,Alto,1813,0.7137,2,0.1667,Corta,Alta,1.0,"gastronomia, urbano, fotografia",0,0,1,0,1,0,1,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1719,0.1043,0.1115,0.3928,0.1084,0.1112,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00248,urbano_recreativo,Turista urbano/recreativo,Medio,412,0.13,3,0.3333,Media,Media,0.5,"urbano, gastronomia, relajacion, aventura",0,0,1,1,1,0,0,0,1,Frío,0,0,1,0,0,Recreación,0,1,0,0,0,0,0.1636,0.1064,0.1307,0.3373,0.1458,0.1163,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00249,aventurero,Turista aventurero,Alto,1410,0.5458,2,0.1667,Corta,Baja,0.0,"aventura, naturaleza",0,1,0,1,0,0,0,0,0,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.1433,0.1325,0.1225,0.3991,0.0959,0.1068,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00250,urbano_recreativo,Turista urbano/recreativo,Medio,509,0.1704,1,0.0,Corta,Alta,1.0,"urbano, compras, cultura",1,0,0,0,1,0,0,1,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1712,0.0864,0.1385,0.3383,0.1575,0.1081,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00251,familiar,Turista familiar,Alto,2229,0.8871,5,0.6667,Media,Media,0.5,"cultura, naturaleza",1,1,0,0,0,0,0,0,0,Indiferente,0,0,0,0,1,Recreación,0,1,0,0,0,0,0.1761,0.124,0.1217,0.302,0.1643,0.1118,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00252,urbano_recreativo,Turista urbano/recreativo,Medio,528,0.1783,2,0.1667,Corta,Media,0.5,"urbano, gastronomia, cultura",1,0,1,0,1,0,0,0,0,Templado,1,0,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1514,0.096,0.1509,0.3211,0.1612,0.1193,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00253,gastronomico,Turista gastronómico,Alto,1049,0.3954,2,0.1667,Corta,Baja,0.0,"gastronomia, urbano",0,0,1,0,1,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1758,0.0895,0.1138,0.4151,0.0917,0.1142,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00254,economico_mochilero,Turista económico/mochilero,Bajo,301,0.0838,3,0.3333,Media,Baja,0.0,"naturaleza, cultura, aventura, rural",1,1,0,1,0,1,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.2912,0.1359,0.1084,0.2635,0.0995,0.1015,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00255,familiar,Turista familiar,Medio,560,0.1917,4,0.5,Media,Baja,0.0,"cultura, naturaleza",1,1,0,0,0,0,0,0,0,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.191,0.1118,0.1242,0.3119,0.1456,0.1154,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00256,economico_mochilero,Turista económico/mochilero,Bajo,278,0.0742,7,1.0,Larga,Alta,1.0,"naturaleza, fotografia",0,1,0,0,0,0,1,0,0,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.2906,0.118,0.1026,0.2821,0.1066,0.1002,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00257,gastronomico,Turista gastronómico,Medio,778,0.2825,5,0.6667,Media,Media,0.5,"gastronomia, cultura, urbano",1,0,1,0,1,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1507,0.1017,0.1318,0.405,0.0843,0.1265,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00258,urbano_recreativo,Turista urbano/recreativo,Medio,794,0.2892,1,0.0,Corta,Media,0.5,"urbano, gastronomia",0,0,1,0,1,0,0,0,0,Cálido,0,1,0,0,0,Recreación,0,1,0,0,0,0,0.1493,0.1029,0.15,0.3418,0.1441,0.1121,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00259,urbano_recreativo,Turista urbano/recreativo,Medio,716,0.2567,1,0.0,Corta,Baja,0.0,"urbano, compras",0,0,0,0,1,0,0,1,0,Templado,1,0,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1612,0.1113,0.1328,0.3221,0.1428,0.1299,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00260,aventurero,Turista aventurero,Medio,819,0.2996,5,0.6667,Media,Alta,1.0,"aventura, naturaleza",0,1,0,1,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1555,0.1392,0.1067,0.3828,0.1092,0.1067,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00261,aventurero,Turista aventurero,Medio,673,0.2387,7,1.0,Larga,Media,0.5,"aventura, naturaleza",0,1,0,1,0,0,0,0,0,Cálido,0,1,0,0,0,Recreación,0,1,0,0,0,0,0.1348,0.1409,0.1168,0.3993,0.1125,0.0956,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00262,cultural,Turista cultural,Bajo,285,0.0771,5,0.6667,Media,Baja,0.0,"cultura, urbano",1,0,0,0,1,0,0,0,0,Cálido,0,1,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1503,0.1142,0.132,0.3629,0.0971,0.1436,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00263,naturalista,Turista naturalista,Medio,757,0.2737,4,0.5,Media,Media,0.5,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Indiferente,0,0,0,0,1,Religioso,0,0,0,0,0,1,0.154,0.1351,0.1214,0.3711,0.09,0.1283,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00264,gastronomico,Turista gastronómico,Medio,954,0.3558,1,0.0,Corta,Alta,1.0,"gastronomia, cultura",1,0,1,0,0,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1609,0.1099,0.121,0.3899,0.1062,0.1122,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00265,cultural,Turista cultural,Medio,990,0.3708,5,0.6667,Media,Media,0.5,"cultura, fotografia",1,0,0,0,0,0,1,0,0,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.1277,0.1172,0.1431,0.3874,0.0885,0.1361,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00266,urbano_recreativo,Turista urbano/recreativo,Alto,1779,0.6996,3,0.3333,Media,Media,0.5,"urbano, cultura",1,0,0,0,1,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1591,0.0976,0.1277,0.339,0.1581,0.1185,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00267,naturalista,Turista naturalista,Medio,691,0.2462,5,0.6667,Media,Media,0.5,"naturaleza, aventura, cultura, relajacion",1,1,0,1,0,0,0,0,1,Templado,1,0,0,0,0,Recreación,0,1,0,0,0,0,0.1445,0.1372,0.1079,0.3609,0.1087,0.1408,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00268,gastronomico,Turista gastronómico,Medio,454,0.1475,6,0.8333,Larga,Media,0.5,"gastronomia, urbano",0,0,1,0,1,0,0,0,0,Templado,1,0,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1611,0.0936,0.1261,0.3914,0.1108,0.117,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00269,urbano_recreativo,Turista urbano/recreativo,Bajo,342,0.1008,3,0.3333,Media,Alta,1.0,"urbano, cultura",1,0,0,0,1,0,0,0,0,Cálido,0,1,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1604,0.1112,0.1255,0.3332,0.1434,0.1263,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00270,economico_mochilero,Turista económico/mochilero,Medio,499,0.1663,4,0.5,Media,Baja,0.0,"naturaleza, rural, fotografia",0,1,0,0,0,1,1,0,0,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.2961,0.113,0.1125,0.2711,0.1018,0.1053,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00271,naturalista,Turista naturalista,Alto,2332,0.93,5,0.6667,Media,Baja,0.0,"naturaleza, aventura, cultura",1,1,0,1,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1573,0.1457,0.1267,0.3557,0.0892,0.1254,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00272,familiar,Turista familiar,Medio,951,0.3546,1,0.0,Corta,Media,0.5,"cultura, naturaleza",1,1,0,0,0,0,0,0,0,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.1733,0.1251,0.1225,0.3068,0.1617,0.1106,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00273,naturalista,Turista naturalista,Bajo,202,0.0425,3,0.3333,Media,Media,0.5,"naturaleza, aventura, fotografia",0,1,0,1,0,0,1,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1605,0.125,0.1191,0.3564,0.0981,0.1408,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00274,familiar,Turista familiar,Medio,952,0.355,5,0.6667,Media,Media,0.5,"cultura, naturaleza",1,1,0,0,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1814,0.1127,0.1344,0.2897,0.1486,0.1332,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00275,cultural,Turista cultural,Medio,547,0.1862,3,0.3333,Media,Baja,0.0,"cultura, urbano",1,0,0,0,1,0,0,0,0,Frío,0,0,1,0,0,Recreación,0,1,0,0,0,0,0.1361,0.1236,0.1221,0.3723,0.1007,0.1452,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00276,economico_mochilero,Turista económico/mochilero,Bajo,234,0.0558,4,0.5,Media,Alta,1.0,"naturaleza, gastronomia",0,1,1,0,0,0,0,0,0,Templado,1,0,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.3055,0.1304,0.0988,0.2679,0.1031,0.0943,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00277,familiar,Turista familiar,Medio,502,0.1675,6,0.8333,Larga,Media,0.5,"cultura, naturaleza",1,1,0,0,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1849,0.1237,0.1183,0.2996,0.1419,0.1315,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00278,urbano_recreativo,Turista urbano/recreativo,Medio,780,0.2833,3,0.3333,Media,Media,0.5,"urbano, gastronomia",0,0,1,0,1,0,0,0,0,Cálido,0,1,0,0,0,Recreación,0,1,0,0,0,0,0.1757,0.0985,0.1362,0.3219,0.1392,0.1286,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00279,naturalista,Turista naturalista,Alto,1339,0.5162,3,0.3333,Media,Media,0.5,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Cálido,0,1,0,0,0,Recreación,0,1,0,0,0,0,0.1522,0.1292,0.1281,0.3557,0.103,0.1317,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00280,economico_mochilero,Turista económico/mochilero,Medio,651,0.2296,6,0.8333,Larga,Alta,1.0,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.3003,0.1101,0.1103,0.2677,0.1057,0.1059,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00281,cultural,Turista cultural,Medio,895,0.3312,3,0.3333,Media,Media,0.5,"cultura, relajacion",1,0,0,0,0,0,0,0,1,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1462,0.1068,0.128,0.3721,0.1138,0.1331,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00282,naturalista,Turista naturalista,Medio,504,0.1683,3,0.3333,Media,Media,0.5,"naturaleza, fotografia, rural, cultura",1,1,0,0,0,1,1,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1513,0.1308,0.1328,0.357,0.0976,0.1306,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00283,aventurero,Turista aventurero,Medio,604,0.21,4,0.5,Media,Media,0.5,"aventura, naturaleza, rural",0,1,0,1,0,1,0,0,0,Seco,0,0,0,1,0,Vacaciones,1,0,0,0,0,0,0.1396,0.133,0.1267,0.3761,0.1087,0.116,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00284,familiar,Turista familiar,Medio,513,0.1721,6,0.8333,Larga,Baja,0.0,"cultura, naturaleza, relajacion, rural",1,1,0,0,0,1,0,0,1,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1735,0.1103,0.1312,0.2943,0.159,0.1317,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
