review_uid,accesibilidad,alojamiento,atencion_servicio,atractivos,costos,gastronomia,limpieza,seguridad,destination,pool,stars,text_clean
gm_41dda74ee0d5e338,neutro,neutro,neutro,positivo,positivo,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,5,"Aquí tienes un texto de 300 palabras sobre el Museo de Sitio de Chan Chan 🏺✨: --- Museo de Sitio de Chan Chan El Museo de Sitio de Chan Chan está ubicado cerca del complejo arqueológico de Chan Chan, en el distrito de Huanchaco, provincia de Trujillo, región La Libertad – Perú. Su creación tuvo como objetivo preservar, investigar y difundir la riqueza cultural del Reino Chimú, una de las civilizaciones preincaicas más importantes de la costa norte peruana. Este museo permite a los visitantes comprender mejor la historia, el arte y la organización social de la antigua ciudad de Chan Chan. El museo fue inaugurado en 2006 y cuenta con salas de exposición permanentes donde se muestran piezas arqueológicas halladas en las excavaciones del sitio. Entre los objetos más destacados se encuentran cerámicas, herramientas, utensilios domésticos, textiles, objetos de madera y metales preciosos. También se exhiben maquetas que reconstruyen la forma original de la ciudad, ayudando a los visitantes a imaginar cómo vivían los chimúes. Una de las particularidades del museo es su diseño arquitectónico, que está inspirado en las estructuras originales de Chan Chan. Sus muros de adobe evocan el estilo constructivo chimú, logrando una armonía visual con el entorno arqueológico. Además, el museo ofrece paneles informativos, mapas y material audiovisual que explican la historia de la cultura Chimú, su relación con el mar, su economía agrícola y su organización política jerarquizada. El Museo de Sitio de Chan Chan cumple un rol fundamental en la conservación del patrimonio cultural peruano. No solo protege y exhibe valiosas piezas arqueológicas, sino que también promueve la educación y la investigación científica. Es un lugar ideal para estudiantes, turistas nacionales y extranjeros que desean conocer de cerca la grandeza de esta cultura milenaria. Gracias a este museo, la historia de Chan Chan sigue viva y accesible para las futuras generaciones."
gm_41edefa649439911,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,3,"While the actual place is amazing, the current system they have of different circuits, and the footpaths they made for them, is extremely restricting and bottles up hundreds of tourists in very tight lanes and stairways. It’s quite challenging to experience the place with any kind of appreciation because you’re always being herded to a different spot."
gm_421ef983a880161d,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,This is worth a separate visit during sunrise or sunset compared to other attractions in Cusco. The site is impressive and we really wish we had more time to spend here but our tour really rushed us.
gm_428b924f0f6c89d7,neutro,ausente,ausente,positivo,neutro,ausente,neutro,neutro,Catarata de Ahuashiyacu,B_minado,5,"Desde la plaza de Tarapoto en motocar (mototaxi) demora 40 minutos, en carro debe ser 20 a 25. Una vez en la entrada, para llegar a la catarata se debe caminar aprox.10 minutos (según cantidad de gente pues el camino es angosto) Hay que tener cuidado con resbalarse con las piedras. El paisaje lindo y se puede ver una variedad de insectos en el trayecto."
gm_428c9fb1266a409d,neutro,neutro,neutro,positivo,neutro,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,5,"I was there in the Ninethies, it was less crowded and of easier access. On the other hand, we bought entrance tickets only the day before, despite the creepy and weird official reservation system and other hold-ups tourists are being scared with. We easily found a private guide on the spot, very patient with us. If you have time, take the tourist train and try connect Cuzco/ Machupichu with Puno, e.g. Titicaca lake, over 10 hrs ride.Magical spot indeed"
gm_428d84e79fab0768,neutro,ausente,ausente,neutro,neutro,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,"Awesome light show in the evening! Entrance cost is 4 soles, it was not so crowded. Light show starts at 7.15pm, lasts for 15 minutes"
gm_428e1f1f98696714,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,4,Porque es muy bonito aprender sobre nuestras culturas y como vivían en ese entonces. Podemos apreciar el cuerpo de Sipán
gm_42a45b9e9d7ed8d3,ausente,ausente,ausente,positivo,neutro,ausente,ausente,ausente,Reserva Nacional de Paracas,B_minado,5,"Es una playa muy hermosa, se recomienda ir en días particulares para evitar la gran cantidad de gente que van los sábados y Domingos. No es necesario irse al puerto Chaco para pagar em impuesto Sernanp. Si vas Domingo, ve muy temprano para que encuentres espacio, de igual forma, no se llena tanto como otras playas, y si se puede nadar tranquilamente."
gm_43750bc9225aac7b,positivo,ausente,positivo,positivo,positivo,ausente,positivo,ausente,Huacas del Sol y de la Luna,A_representativo,5,"Bastante bien conservado Tras la visita al Museo de Moche, caminamos unos minutos para llegar aquí. Los precios son muy económicos y En el lugar, hay guías bastante bien capacitados y dispuestos a resolver dudas. nos toco un buen guía el cual nos explico muy bien y sobre todo absolvió nuestras consultas... Muy recomendado"
gm_439535c7d0e1ff3d,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,"Una hermosa playa cerca a Paracas, el agua cristalina, sus pocas olas y la belleza del sitio cautivan a cualquiera."
gm_43aef0e0ae486656,ausente,ausente,positivo,neutro,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,5,"Very interesting Lima ruins in the middle of a modern day downtown. You must have a tour guide which was great and well coordinated, both English and Spanish tours. Tour lasted about 30-45 minutes."
gm_43c7da447e956582,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,4,"Es una visita que merece la pena, aunque recomiendo no hacerla durante la celebración del día del padre en Perú. El tráfico se colapsa por la proximidad del lugar a un cementerio."
gm_43e5c87590dcbaa7,ausente,ausente,neutro,positivo,ausente,ausente,positivo,ausente,Huacas del Sol y de la Luna,A_representativo,5,"Impresionante sitio arqueológico para aprender sobre la civilización moche. El circuito para caminar acompañado por un guía está hecho de manera ordenada y didáctica y, paulatinamente, va comprendiéndose la historia, ritos y arte mochicas gracias a las explicaciones sobre las estructuras y murales. Definitivamente un lugar a no perderse al visitar Trujillo."
gm_4438640752b932ee,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,"Un lugar hermoso para conocer una de las culturas milenarias de nuestro Perú, está ubicado a unos 30 minutos de Chiclayo."
gm_446aa6c8dd888cab,ausente,ausente,negativo,positivo,negativo,ausente,ausente,ausente,Valle del Colca,B_minado,4,Es muy bello ver los cóndores.. recomendación no contratar una agencia ya que es caro y tienen armado todo un circo para que estés mucho 💰
gm_44f9a62007ffbe0a,neutro,ausente,neutro,neutro,neutro,neutro,ausente,ausente,Huacas del Sol y de la Luna,B_minado,5,"Las entradas a la huaca se compran en el museo que se encuentran antes de llegar a la huaca. Pueden llegar en taxi, existen tour en la plaza de armas y pueden llegar en combi que los dejan en la misma huaca pero tienen que bajas en el museo para las entradas. En la huaca hay baños, zona WiFi, estacionamiento, cafetería, venta de souvenir, informes. El recorrido demora aproximadamente una hora, a cada grupo asignan un guía. Lleven gorra, lentes de sol, usar bloqueadores, durante el recorrido pueden llevar agua. Solo se puede visitar la huaca de la luna, la huaca del sol aún no está habilitada."
gm_450671be2ef7a5e0,ausente,ausente,positivo,ausente,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,"Estupenda la visita, los de seguridad muy amables y prestos a ayudar todo el tiempo. El lugar cumple con las medidas de seguridad."
gm_4564338f7fa9c1b9,ausente,ausente,ausente,positivo,neutro,neutro,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,4,"Definitely worth a visit if you are in the area - easy to find & S/12 entry with a guided tour. It is only halfway through the excavation, would be interesting to see it complete in 40 years time! There is a restaurant on site, which I imagine would be quite magical to dine in at night overlooking the illuminated ruins. Unfortunately, this wasn't in our budget!"
gm_456930beb7d92430,positivo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,4,"Really nice and close to the city. Easy to reach, nice to jump into the water on the hot day"
gm_458eb0dcef0ceb73,neutro,ausente,positivo,positivo,neutro,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,"Amazing views. This place is gorgeous. Lots of walking, and exercise. Bring water and sunscreen possible. Must get tickets in advance. Recommend getting a guide for the full experience"
gm_45a89251a2b8d468,ausente,ausente,ausente,positivo,positivo,positivo,positivo,ausente,Huacas del Sol y de la Luna,B_minado,5,"Es un lugar precioso, muy rico en cultura y bien conservado en lineas generales"
gm_45cf57cbfae43a53,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,"El cañón del Colca es un lugar imponente, lleno de energía, puedes disfrutar de excelente comida, clima y ver planear a los cóndores. La gente del lugar es muy amable con los turistas. Todo es super limpio y seguro. PD: Lleva tu caramelo de limón, pastilla para el soroche y la noche antes de viajar no cenes de preferencia."
gm_45d1aa031f9d04af,negativo,ausente,ausente,positivo,neutro,ausente,ausente,ausente,Parque Nacional Huascarán,B_minado,4,"Really beautiful place, with great views of the snowy peaks from almost every corner. The trail is quite trashy, though, and there are some abandoned huts. It feels frustrating to pay an entrance fee of 60–150 soles when the park rangers don’t seem to maintain the area much. There’s also a lot of donkey, horse, and cow manure on the trail. Still, the trekking options are excellent, especially the Alpamayo Circuit and Santa Cruz."
gm_45ed97f0ba60148b,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,3,"Era pequeño, no tenía luz ni agua, la visita al sitio queda lejos del museo. Recomiendo visitar el sitio sin mochilas en caso vayan solos, ya que ni el museo ni el sitio cuentan con algún lugar para guardar equipaje"
gm_4621346957ba6c7b,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,"Great stop if your are in the sacred valley, the town is cute and the ruins are so impressive. Get a good your guide to explain to you the impressive history of this place"
gm_4629326212bba422,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,"Biggest fountain park in the world. Most of them are pretty boring, but the lights make them simply amazing (so come here after dark). The highlight is the multimedia show. Simply stunning."
gm_46564c899f7a5d84,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,2,"Un buen lugar para aprender parte de nuestra historia, pero lo califico con dos estrellas porque no se pudo ingresar a todos los sitios de la ciudadela. El gobierno debería tomar en serio nuestra cultura e invertir más en estos sitios."
gm_46962824763bbbb6,sin_consenso,ausente,ausente,ausente,negativo,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,1,This place has an entrance ticket of 70 soles. Tourist trap. Not worth the cost and the trip. I will avoid. Not a lot to see. Minor site.
gm_46c80b678ea224b5,positivo,ausente,neutro,positivo,positivo,ausente,neutro,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,"Just wow. The views are stunning and history amazing. Make sure to hire a guide. If you came up without one get one at the entrance, it's worth it. There are many details you'll miss otherwise also they happily take pictures of you or your group so no one is ever left out. Best time to go is early morning so there is less people. There are two options, walking up the stairs that can take 1-1.5hrs or a bus (20-25minutes, 12usd ticket one way). I recommend the bus. You'll probably be very tired on Machu Picchu after hiking up there, also there is no view but bushes and stairs on the way up. Either way, if you do plan to hike up then the bridge will be opened around 5am and if you take the bus, first bus leaves 5:30am and buses leave every 5 minutes, people start lining up around 3am. So plan your time well. We went in line 4:05am and got on bus 6:05. We did not save in time wise but definitely did energy wise, we ended up doing 10k steps around Machu Picchu. You can always hike down in the end. Also you can enter twice with one ticket so you can come out to use restroom and eat once and return on the mountain. ALSO down next to toilets is a little table where you can stamp your passport with Machu Picchu stamp, do it, it's beautiful."
gm_46f00f18e4d84334,negativo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Bonito lugar con la naturaleza, llevar repelente hartos Mozquitos, de preferencia llamar por que dicen que hay días que hay lluvias fuertes y la catarata esta no accesible y no puedes ingresar por seguridad y cierran todo el dia"
gm_475665d1cae298fe,positivo,ausente,positivo,positivo,ausente,ausente,ausente,negativo,Catarata de Ahuashiyacu,B_minado,3,"Lugar turístico para bañarse y relajarse. Usualmente es medio día de tour, complementado con canotaje en el río mayo por la tarde o castillo de lamas (les recomiendo el primero). En realidad, esta catarata es demasiado concurrida y no hay mucho espacio para colocar las cosas de uno. El agua es helada y refrescante y para poder tomarse fotos debajo de la caída hay que hacer cola debido a la concurrencia de gente. No la recomiendo más que para conocer rápidamente, preferí mucho más el tour a las cataratas de pishurayacu (caminata un poco agotadora de 45 minutos) o las cataratas de huacamaillo (caminata normal de 1 hora y media) por su poca concurrencia de gente."
gm_47a3596b7e79804f,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,4,"Magnífico, te hace pensar la increíble genialidad que tenían las personas en la antigüedad."
gm_47acdd32ab1ea798,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,B_minado,5,Hermoso lugar para visitar! Realmente vale la pena levantarse temprano. Lo unico malo de los tours son las vans o mini buses que aveces estan en malas condiciones
gm_47cde37dd32eee5d,ausente,ausente,positivo,positivo,ausente,neutro,ausente,ausente,Santuario Arqueológico de Pachacámac,B_minado,1,"Pésimo servicio en la cafetería, compre una botella de agua, y luego me quisieron cobrar de más. Pero el servicio de bicicletas muy bueno, lo recomiendo."
gm_47d978eacc372e7c,positivo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Valle del Colca,B_minado,3,"Rainy season was pretty foggy. Not the nicest views. Did the 2 days trek. 2nd day is pretty hard. Overall good trek, just good."
gm_47f67a028134ca35,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,5,"Best best best Ollantaytambo is an absolute gem, and in my opinion, it rivals Machu Picchu. The ancient ruins here are just as impressive, if not better, with a rich history and breathtaking architecture that’s less crowded and more accessible. A must-visit for anyone exploring Peru!"
gm_48271d6224d8ba6a,ausente,ausente,neutro,neutro,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,"Una experiencia interesante, el lugar está bien resguardado de la intemperie. Aunque falta mucho por ser restaurado, el recorrido es fabuloso. La compañía de los guías voluntarios que van explicando cada una de las etapas de la cultura Mochica y su impacto en el norte del Perú, es de lo mejor. Ideal para ir en familia. Llevar protector solar, agua y prendas para la cabeza."
gm_486b657863463ce8,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,"Es un excelente museo que nos muestra la impresionante tumba de quien fuera el Señor de Sipán, el cual gobernó el valle de Lambayeque hace mas de 1500 años atrás, además nos ayuda a conocer un poco más acerca de la cultura Mochica y su impresionante cerámica, la maravillosa orfebrería que destaca entre otras culturas."
gm_48869bf31047bc28,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,Perfecto paisaje 🤩😍😍☺️🤩 estoy muy orgullosa de mi perú lo amo con todo mi corazón ❤️❤️❤️❤️❤️
gm_48cbbf8e4944f090,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,5,Awesome to see. From the tower you get a surprisingly good view of some of the lines. :)
gm_48cf64af48a270ee,ausente,neutro,ausente,positivo,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,Un recorrido por las construcciones de los antiguos pobladores. Impresionante uso de los colores. Técnicas artísticas para preservar las costumbres de aquella época.
gm_48e3dc7e15757178,negativo,ausente,neutro,negativo,negativo,negativo,negativo,neutro,Santuario Histórico de Machu Picchu,B_minado,2,"Machu Picchu Mountain used to be free to hike (with your day-pass to the park), but now comes at an additional charge to your ticket. I'm from Alaska, and no stranger to hiking mountains, 2-3 thousand feet of elevation in an afternoon is no problem for me, so I didn't expect issues on this trail. But hiking at elevation is a different ball-game, it was a completely geuling trek. And due to the new ticketing system, you have to be out of the park by noon (only the morning ticket holders can buy the mountain trail pass) so there's really a rush to get up and down in time to see some of the rest of the park before you have to leave. The trail is poorly managed and cared for with trash everywhere, and even a few spots that have become informal lavatories, and have not been cleaned up in some time. And that isn't even to mention the insanity that is getting to the park in the first place. If you read on the official website not to bring food, plastic water bottles, or trekking polls, forget all that; nobody on the park staff cares about any of the rules, and following them made the hike much more difficult than it would otherwise have had to be, especially with a bad knee that hurts going downhill, I would have loved to have my trekking polls with me, well, plenty of people ignored the rules and were let right in with all their snacks, extra water, and polls. It's not all bad, there are several bluffs and overlooks on the way up that offer absolutely incredible views of the Machu Picchu site, and surrounding valley, some were even better than the view from the peak. And you're hiking on original Inca laid stone, which is an experience in itself. There are a few sections with sheer drops from with the trail maybe 2 feet wide amd there are no guard or hand rails, that's a little hair-raising, but most of the trail is 5 or 6 feet wide. At the top is a small roofless wooden structure with a few benches for resting (the only ones on the entire hike), and a sign with the peak's elevation. That's it. No signage about what the Inca used the top of the mountain for (it's their trail after all), or a map showing the location of other sites visible from the peak and how they related to each other, or anything at all informative, and although you're now required to enter the park with a guide, they don't go up the mountain with you, so no help there. All in all, I don't reccomend the mountain trail unless you're staying at the Belmond and already planning on more than one day in the park. The logistics of getting their are too crazy, and a half-day in the park too expensive to spend it on one hiking trail, the rest of the park is far more interesting anyway."
gm_498dc764ba4e38b4,positivo,ausente,neutro,negativo,positivo,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,3,"Probably not worth buying tickets to unless you love ruins and plan to visit them all in a package deal. You can walk up to them easily following Google maps, and don't believe the locals who try to lie to you on your way up. There are only a few who do this but they can be convincing, basically telling you tickets aren't available or the walk is an hour longer. They want to charge you to do what you can essentially do for free with very little effort. I recommend you walk up and decide then if you want to buy the tickets. You'll see the ruins clearly from the ticket both and can make up your mind. If you decide not to, you can always walk to the Cristo instead, which is free and near the ticket booth."
gm_49a8c28d2f7922a5,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,5,The stairs look more intimidating than they really are. Go to the top and wander the paths. My 66 year old mother could do it (slowly). Very cool place with a beautiful view.
gm_4a39e1ea12636c1e,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,5,The place is very nice and the guided tour is just great and helps a lot to understand what it is.
gm_4a50b1f6a6ae4dcf,neutro,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,3,"Ollantaytambo is a small, very touristy town and an important Inca site, known for its massive stone terraces and steep steps climbing up the mountainside. It’s believed to have been both a ceremonial centre and a fortress, with impressive stonework and views over the valley. By the time we got there—this being the last stop before taking the train to Aguas Calientes—we were exhausted and didn’t bother going in. Those steps are no joke. We just took a few photos from the bottom and left it at that. The town itself is full of stalls selling similar souvenirs, so it can feel a bit repetitive, but the ruins do stand out, even if you’re just seeing them from below. Martin Boyce Barbados"
gm_4a8a343c3f2073ef,neutro,ausente,ausente,ausente,negativo,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,4,"It's a 7-hour drive from Lima to Nazca and even longer by bus. Nice views from the airplane to see the lines below, but pictures will not come out on phone camera. In other words, you have to be there to appreciate as you won't be able to share the details with others through pix. In addition to the flight fare, there are also local taxes you must pay."
gm_4b59d5bf3a9916e7,ausente,ausente,negativo,negativo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,B_minado,4,It was nice to visit but personally I’m a little bit disappointed because park should offer more things then just a fountains. Definitely visit before sunset.
gm_4be0cba27eb370ee,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,This has been a bucket list item for me since a kid. IT WAS AMAZING!!! It was so much better than I dreamed of. My only complaint is how popular it is. We took the #3 tour and visited the heart of the city. I am so amazed at how advanced they were back then. I want to go back.
gm_4c3e6113f8f07e79,positivo,ausente,ausente,positivo,neutro,ausente,neutro,neutro,Ciudadela de Kuélap,A_representativo,5,"Me encantó el viaje. Desde el teleférico que está super hasta la llegada a las ruinas. Llueve así que hay que ir preparados. Se camina antes de llegar allá, es una caminata intensa aún con caballos, ya que ellos no te dejan en las mismas ruinas. Tener cuidado y obedecer las indicaciones de los guías. El tur me costó de solo esto, a 80 soles. Con armuerzo incluído y entradas."
gm_4c6c28f60dc925bb,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Excelente lugar para disfrutar de un día de relax incluida una breve, pero reparadora caminata, que te permite apreciar la bella naturaleza rodeada de vegetación."
gm_4ca375175758419e,neutro,ausente,positivo,ausente,positivo,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,4,"Exelente, solo q las señoritas de boletería y recepción para subir al bus del teleférico nos quitaron el entusiasmo rapidamente, muy malomuradas. Casi fui un inmoral por no llevar el cambio justo del ticket y la otra solo por hacerle la consulta de la hora de mi ticket. De ahí todos muy amables."
gm_4cdd725b7ddfadf1,ausente,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,4,"Incredible, I wish I knew more about the culture cause our guide in English was very limited in his info. The museum was also very good."
gm_4ce1d8ed14a15f29,neutro,neutro,ausente,positivo,negativo,neutro,ausente,ausente,Valle del Colca,B_minado,5,"The canyon is amazing. It took us 2.5 hours to get from mirador de San Miguel to San Juan de Chuccho, another 35 minutes to Coshnirhua, 15 minutes to Malata and an hour to Sangalle. We are fit and walk quite fast. Signs are missing in some points or aren't clear. Google Maps shows the route correctly with some exceptions (once or twice there welas a shorter way). I planned to take a shortcut to Sangalle and skip Coshnirhua and Malata. However, when I was in the only place the way supposed to split up (and Google Maps confirmed it) I took unsigned road and after 15 minutes I got to some farmers houses. One of them told me I need to go back so I don't know how to find a shortcut. The next day we went from Sangalle back to Cabanaconde. It took us 2 hours till the mirador, all the way up, and another 20 minutes to Cabanaconde. The trial isn't long but quite demanding. I recommend to start early to avoid walking in sun. Remember that admission fee is 70 soles for tourist from out of Latin America, 40 soles if you're from Latin America and there are some discount for students and Peruvians. There are some check points so don't throw away. Trasandino goes from Arequipa to Chivay (9am, 11.45am & 10.30pm) from where you need another bus or taxi collectivo and Andalucía goes directly to Cabanaconde (6.30am, 9.30am, 1.30pm & 10pm; 25 soles). Agencies like Perou Voyage also offer a transport - more expensive but from your accommodation to Cabanaconde with few stops. From around bus terminal different taxi collectivo depart when full, a bit more expensive than a bus, less comfortable but faster. There's only one direct bus from Cabanaconde to Puno at 9am (Nativa Trips, 180 soles). Later you need to get to Chivay (Trasandino, Andalucía or taxi collectivo) from where also only Nativa Trips departs to Puno (1.15pm, 130 soles, stops at few viewpoints on the way). Agencies offer transport to Puno as a full day trip with a lunch (not included) and a few stops on the way. The prices starts from $45-50. If you need to store a luggage in Cabanaconde you can do that in Pachamama Home (10 soles per bag per day)."
gm_4cea75a16a697983,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,5,A very nice museum to visit before going to the chan chan site. It included general overview of the site and artefacts excavated from inside. Our guide told us it was recently renovated so it is quite new and nicely curated. It has a pretty garden with a lot of typical and important plants of northern Peru.
gm_4d18f285918d0be1,ausente,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,5,"ME encantó. Todo está bien explicado, y la mejor parte es la recreación. Si tienes hijos en etapa escolar, es una visita que deben hacer sí o sí"
gm_4d42aece86736e24,neutro,ausente,ausente,positivo,ausente,ausente,neutro,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,"This was the most impressive Inca ruin structure I visited while in the Cusco region. There are beautiful views of the surrounding town at the top. Ollantaytambo was a 2 hour layover visit for me, when I took the 2 day tour to Machu Picchu from Cusco. It looks like a neat town. I would recommend staying here for a night if your time allows it. The sun is powerful so remember to take breaks in shade while walking up this ruin."
gm_4d72c39712f1aec3,ausente,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,B_minado,3,"Very Nice Park Huascarán National Park (Spanish: Parque Nacional Huascarán) is a Peruvian national park that comprises most of the mountain range known as Cordillera Blanca (the world's highest tropical mountain range) which is part of the central Andes, in the region of Ancash. The park covers an area of 340,000 ha (ca. 3.400 km2) and is managed by the Peruvian Network of Protected Natural Areas: SERNANP (Servicio Nacional de Áreas Naturales Protegidas). It was designated as a World Heritage Site in 1985 by UNESCO, is also a well-known mountaineering spot and harbors a unique biodiversity with plant species such as the Queen of the Andes, trees of the genera Polylepis and Buddleja, and animals such as spectacled bears, condors, vicunas and tarucas. The park is approximately 150 kilometres (93 mi) long from north to south and averages about 25 kilometres (16 mi) in width. The western slope of the Cordillera Blanca drains to the Pacific Ocean via the Santa River and the eastern slopes drain to the Marañon River, and ultimately to the Amazon River and the Atlantic Ocean. Thanks 😘"
gm_4d99d01b1759e26f,ausente,ausente,ausente,positivo,neutro,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,A wonderful family oriented nighttime excursion in downtown Lima. Cost all of $1.25. They actually put a lot of effort into the show with wonderful fountains lights telling the history of the country of Peru. Worth an evening stroll.
gm_4dbb0492ff76a13d,ausente,positivo,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,It's a great archaeological sight. I recommend booking a tour with a local operator in Lima. We walked into a travel agents office and made reservations. Better value and you're helping a local business out.
gm_4e440e6538c3de68,ausente,ausente,neutro,neutro,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,5,Very interesting! During covid you have to reserve a tour. Only 5$cdn. Very worthwhile and the tour guide was excellent.
gm_4e78e301af31be65,ausente,ausente,ausente,ausente,negativo,neutro,ausente,ausente,Reserva Nacional de Paracas,B_minado,3,"Carisimo, te aplican, en cada plato de comida, S/ 55 un cevichito o S/ 45 un plato de chaufa..."
gm_4e86c706ff752d50,ausente,neutro,ausente,positivo,ausente,neutro,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,"Sobrevuelo desde Pisco duro aprox 3 horas con esperas y todo el proceso de check in. Simplemente impresionante, en un día soleado se logra ver todas las líneas. El avión supercomodo lo único malo es que el avión rebota en el aire y llega a matarte algo. Lo recomendable es no comer antes demasiado y en el check in sólo permiten pesarte con una botella de agua y tu cámara. Llevar pasaporte."
gm_4ef769962d4978e3,ausente,ausente,ausente,positivo,positivo,neutro,positivo,ausente,Circuito Mágico del Agua,B_minado,5,"Beautiful, very clean Park with lots of things to see and to do. Buy water outdoors, bring your own food. It's quite expensive inside. Free kids playground would be nice!!! everything costs, so bringing a fussy toddler isn't such a good idea"
gm_4efdf66edb91931c,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,"Todo bellicimo, pero es una gran pena que merece refleccionar sobre la contaminacion ambiental, ya que los nevados estan cada vez mas lejos, yo hace 20 años fui al nevafo Pastoruri la nieve estaba menis de 500. Metros,hoy camine 2 y medio Km para verlo lo mas cerca. Refleccionemos todos."
gm_4faa9b05eed20b41,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,Un lugar hermoso con una vista muy extraordinaria muy bello para pasar en familia y muy impresionante con una historia de nuestros antepasados .
gm_4fd193ddcba3ce54,positivo,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,B_minado,1,Impresionantes restos de esta Huaca para recorrer y subir. Se recomienda ir con guia
gm_4ff9bf2b31c36a91,positivo,ausente,positivo,positivo,positivo,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,Muy agradable y bien organizado el museo. Recomendado!!! Y luego a pasear por la plaza de Chiclayo. De la plaza tomas un taxi a 13 soles hasta el museo. El ingreso al museo es 10 soles adulto y a disfrutar el recorrido.
