review_uid,destination,source,language_review,stars,publishedAtDate,text_clean,pool,atractivos,costos,seguridad,accesibilidad,limpieza,atencion_servicio,gastronomia,alojamiento
gm_4438640752b932ee,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2023-01-15T12:11:07.455Z,"Un lugar hermoso para conocer una de las culturas milenarias de nuestro Perú, está ubicado a unos 30 minutos de Chiclayo.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_428e1f1f98696714,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2019-03-08T17:50:45.818Z,Porque es muy bonito aprender sobre nuestras culturas y como vivían en ese entonces. Podemos apreciar el cuerpo de Sipán,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a5f6867e762d5c1f,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2025-03-11T04:24:59.819Z,Espectacular un lugar que si hay que visitar en Perú. Una historia fascinante y las piezas de colección del museo son únicas en el mundo.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_005ebb14328e4542,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-04-15T02:03:35.957Z,Muy interesante. Lindo museo que muestra la cultura preinca del norte de Perú. Sorprendente.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d60ac05303c725ab,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2018-02-28T15:07:42.208Z,Es un lugar maravilloso donde esta toda la cultura del señor de sipan nada que envidiarle a otro museo internacimnañes lo mejor esta aquí en nuestro Perú,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_6c95fb9e799b54c4,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2023-01-15T23:17:18.824Z,Es lugar que no te debes perder en tu visita a Lambayeque. Conocerás más sobre la cultura mochica y la majestuosidad del Sr. de Sipán.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_e907b0729d1ab459,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-02-23T15:22:06.268Z,"Es maravilloso todo lo que se puede ver allí, la alta calidad de la orfebrería que se alcanzó en aquél tiempo es impresionante, es para entrar y perderse en la historia, definitivamente es un mundo aparte, para reflexionar sobre todo para valorar lo mucho que se nos legó a nuestra cultura e historia.li recomiendo especialmente a los amantes de los museos.Vale la pena.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a18a89bc30b43a69,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2023-03-12T20:26:15.273Z,"La estructura interna del museo es muy buena, la distribución y los objetos hallados en Sipan es impresionante. Sólo falta implementar la feria. Recomendado el lugar para ir a conocer un poco más de la Cultura Moche.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_cdb5323ee4f2220f,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-05-27T01:46:38.193Z,"Es un lugar donde se mira y admira desde las joyas en todo su esplendor, pasando por pintura armas y una réplica exacta del sr de Sipán. Se puede apreciar la vestimenta comida y todo lo que era del uso de ese tiempo. Me encantó. Lo recomiendo mucho para aprender y conocer. Lo caro está en el cafetín tanto en comida como bolsos y otros elementos. Tiene la facilidad de que los jubilados pagan poco en relación a los demás",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a0eb82b97ebe350f,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2017-02-20T22:11:17.427Z,"Muy buena experiencia, educativo y cultural solo falta mejor trato por parte de la encargada de consignia o custodia de objetos personales mas amabilidad no esta de mas.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d1663cb77fdd4037,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2018-01-05T14:36:43.382Z,"Excelente lugar de exposicion de la.cultura lambayeque. El señor de sipán. Y las aldeas en dónde puedes degustar comida tipica de la zona, ropas y recuerdos.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_8ea3862cf9f19fae,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2023-05-14T06:34:25.381Z,Impresionante lo q muestra el museo sobre el Señor de Sipan. Es increíble lo q hizo esa cultura en diferentes campos. sobre todo en la joyería.. es sencillamente fascinante. Ojalá también modernicen el museo..ya es tiempo..,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_2117d8c24031e58f,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2022-08-08T03:28:39.422Z,"Conocer nuestra historia, siempre será una experiencia única y mejor lugar para saber mucho más de la cultura Mochica y su alta sociedad Acordarse que los días Lunes no hay atención; las personas de tercera edad no pagan; en la parte atrás del museo hay algunas artesanías de Chiclayo, supermercados recomendados; por último adquirir algún guía, son atentos y explican toda la historia.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_79f7609b923d7364,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2020-01-17T01:21:51.697Z,Hermoso todo de oro segun lo dicen primero no dejan entradas de celulares ni de camaras de foto el pago de la entrda no incluye guia y el guia conbra 60 soles son los mismos. Q trabajan allí ho no se q pasa si les pagan para q ellos esten alli DENUNCIEN ESTE HECHO.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_3730ff40c2bd3c22,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2025-11-09T14:51:20.678Z,"Excelente lugar para aprender sobre cultura, además cuenta con salas de exposicion temporal a las cuales se puede acceder de manera gratuita.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_685fac6eec62fa28,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2019-04-21T00:54:50.550Z,"Un muy buen museo, cuenta con información detallada sobre el Señor de Sipan, el precio de la entrada es de 10 soles para adultos y 5 para estudiantes universitarios, 2 o 3 soles el estacionamiento del museo, lo único que es muy incomodo es que si llevan cosas esta prohibido el ingreso, si van en vehiculo es mejor que dejen sus cosas ahi, incluido celular, si van sin auto hay una habitación con lockers para guardarlos, me parece innecesario pero son las reglas.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_486b657863463ce8,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2018-08-24T01:38:01.436Z,"Es un excelente museo que nos muestra la impresionante tumba de quien fuera el Señor de Sipán, el cual gobernó el valle de Lambayeque hace mas de 1500 años atrás, además nos ayuda a conocer un poco más acerca de la cultura Mochica y su impresionante cerámica, la maravillosa orfebrería que destaca entre otras culturas.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_809dd25ef115f46e,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2024-12-24T14:01:11.139Z,"Realmente disfrutamos nuestra visita. Estamos muy agradecidos con las personas involucradas en mantener en funcionamiento el museo. Desde el chico que nos atendió en la entrada, hasta el señor encargado de guardar nuestras mochilas. Pero tenemos que agradecer especialmente a nuestro guía que fue increíble. Fue una experiencia especial y maravillosa ver nuestra cultura a través de sus explicaciones y datos. Da mucho gusto ver una persona que ama lo que hace y comparte ese cariño con otras personas. Aprendimos mucho, nos reímos bastante y salimos con el pecho llenito de orgullo. Realmente los felicitamos, inclusive me emocionó ver que tienen un área especial para las personas con discapacidad visual. Felicitaciones y gracias 👏👏👏👏",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_e12698c8dfad8fb2,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2021-06-18T14:45:28.506Z,"Por el momento no hay visitas, pero hay que estar atento con sus publicaciones para su pronta reapertura, además cerca está el Museo Bruning que está abierto martes y jueves.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9ba3bafee8ce4c44,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-10-08T19:44:23.823Z,"Bonita forma de aprender más de nuestra cultura, si vas con carnet universitario hay descuento.😊🤩",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9074ff018166b025,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,5,2018-05-04T18:53:37.789Z,"World-class museum with impressive discoverings of the Moche culture (200-800 AD more or less). Should be visited, especially if you liked the Huaca de la Luna in Trujillo. Would be nice to have more movies depicting how the tombs were discovered and how the Moche culture worked, but what there is, is tastefully made.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_36dd4ec4096716cc,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2022-08-03T00:44:48.931Z,"Las exhibiciones son fascinantes, tanto por la historia como por los trabajos de restauración y conservación que tienen detrás. La entrada es económica para menores de edad (s/1.50)y es moderada para adultos(s/10). Tiene estacionamiento al aire libre dentro del establecimiento donde hay seguridad. El recorrido dura poco más de una hora.Sin dudas el museo más importante de todo el norte del Perú.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d6ae7284fc4847d7,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2019-11-08T00:11:48.389Z,"Es muy bonito, eso sí no te permiten tomar fotos en el interior. Hay casilleros para guardar tus pertenencias antes del ingreso, recomiendo ir en grupo porque la visita guiada tiene un costo adicional de 30 soles aprox.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7c39030db0b8277a,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-09-25T18:56:29.290Z,"Muy bonito, ambientes grandes donde te permiten seguir la historia de la cultura Moche. También cuentan con guía.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c5929338dfaa1243,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2021-11-13T21:46:08.156Z,"Vale la pena visitar el museo, su edificio es icónico en la región y sus muestras muy interesantes. Debido a que se tiene un estricto control del aforo, es necesario registrarse con un día de antelación al menos, llenando el formulario que tienen en su web. Los horarios de visita son mayormente por las mañanas y ofrecen un guiado. Mi entrada de adulto costó 10 soles.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_cc7cdcd33da2e7d4,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-06-02T17:02:03.855Z,"Muy bonito lugar bien, distribuido y muy limpio. Una cultura muy interesante...lo recomiendo quedarán impresionados.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_32b6e310917075be,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2018-12-09T04:33:09.605Z,"Es una hermosa experiencia, tiene una hermosa arquitectura, una hermosa función teatral y muchas historias en cada parte dentro de ella, está cerca a muchos lugares para poder comer o pasear, es un hermoso ambiente.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9e4adc60bb74defb,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-03-01T23:03:17.285Z,Es un museo digno de visitar para conocer la forma como nuestros ancestros de Sipan vivieron y nos dejaron valioso legado,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_faa3bc8c8ea2873a,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-05-27T03:01:13.615Z,"Muy interesante, cautivante y educativo, es recomendable hacer el recorrido con guia para entender mejor las exposiciones.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7c7f82655991ad94,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2023-10-16T20:43:56.948Z,"Es un museo arqueológico muy interesante. Muestran cómo fue la excavación, todo lo que encontraron y lo que restauraron de tres de las tumbas de Sipan. Lástima que no haya algo para complementar el paseo… Pimentel, quizás?",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7b7a8e0da5fbab72,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-07-13T04:57:43.734Z,"You must go!!! The entrance is less than 5 dollars and includes a tour guide... Spoiler alert: you cannot visit the pyramids without tour guide. Also, there’s a discount for students and teachers no matter the nationality which I think is awesome because we don’t have much money!! Really a piece of history in the middle of Lima city! Can’t miss this place!",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5ab4d53530a5f496,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2018-06-01T17:10:56.525Z,"A pre Inca ruin in the middle of the city, where can be spent a half day. There is a worthwhile guided tour, which goes through a very small zoo, a botanical and finally the ruin. Up. Very easy access.. Down. There are sites which are still under restoration.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_fcba666c1003c101,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2026-04-30T19:45:29.940Z,Interesting history about the place. You can only go with a guide which is given to you. Worth the visit,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_43aef0e0ae486656,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2024-10-01T17:54:20.445Z,"Very interesting Lima ruins in the middle of a modern day downtown. You must have a tour guide which was great and well coordinated, both English and Spanish tours. Tour lasted about 30-45 minutes.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_72c551d84cff6188,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2025-05-18T04:24:05.968Z,Interesting historical site in a busy city. A guided tour is mandatory. You have to wait for like 20min for the guide brings you in to the site.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c51663f94b1005e4,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-12-19T00:59:47.994Z,Nice tour in English. Knowledgeable guide. Total time spent on site ~90 minutes. Great learning.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d00d2fd64d579cb1,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2017-12-15T03:54:51.391Z,Excellent place you must visit if you come to Lima. Price is really good and near there are many restaurants,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_2bae212005c0a823,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-06-06T16:11:44.515Z,"Pretty cool to see, an incredible place with an interesting history. At 15 soles for entrance, I'd say it's worth it. Our tour guide was good. The whole tour takes about an hour from start to finish.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_171b80999bc6ac8e,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-08-06T02:51:54.464Z,"Nice to see how incredible our world is! Amazing tour and experience. Try to eat at the restaurant there, you can also do a night tour. I went there to have a excellent dinner and have a sneak peek of what the visit could be and on the next day, had the tour. Really worth it and also amazing food.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_4e440e6538c3de68,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2021-12-09T23:55:59.086Z,Very interesting! During covid you have to reserve a tour. Only 5$cdn. Very worthwhile and the tour guide was excellent.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_4a39e1ea12636c1e,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-07-27T20:56:00.733Z,The place is very nice and the guided tour is just great and helps a lot to understand what it is.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_4564338f7fa9c1b9,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2016-06-16T22:12:43.362Z,"Definitely worth a visit if you are in the area - easy to find & S/12 entry with a guided tour. It is only halfway through the excavation, would be interesting to see it complete in 40 years time! There is a restaurant on site, which I imagine would be quite magical to dine in at night overlooking the illuminated ruins. Unfortunately, this wasn't in our budget!",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9360cf38c7e87412,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2022-12-03T21:52:14.283Z,"The Huaca Pucllana plus de details of the decorating give an excellent atmosphere... the most of place are very delicious, Pico Sour is perfect, the Tacu Tacu isn't good, the meet is to hard.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_535113ef2d10b615,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2022-09-12T01:13:01.595Z,Very interesting tour of this archeological site that is still in progress. The tour guide was informative. Doesn't take that long but recommends making reservations online or like us just so up and if there is space they will add you.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_877546a5eabed5e3,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-09-07T13:33:50.550Z,"Beautiful ruins in the center of Lima. Easy to get to. The only way to see them is part of a tour in English or Spanish, but its totally worth it. 15 soles for a ticket, and the guides are very informative and helpful.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1707f93d773968ed,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2025-06-25T19:09:33.407Z,"A fascinating archaeological site right in the heart of Lima! The contrast between the ancient adobe pyramid and the modern city skyline is striking. The guided tour was very informative, offering insight into the Lima culture and their rituals. Highly recommend visiting, especially at sunset when the lighting is magical",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_70954f17c6d51914,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2017-01-05T15:35:01.047Z,Go there at night and have dinner at the restaurant. Order the quinoa salad. You won't be disappointed.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_b870be775ebb3c9d,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2018-05-26T19:41:45.255Z,"Super interesting site, the guided tour was a bit sparse on details but still worth the visit. Take some protection from the sun though, very little shade.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c038b52d7ef09b2f,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-12-01T17:54:12.757Z,Very nicely guided tour in English was arranged within the tickets price and good to see and experience the oldest history and rituals for Peruvian culture and society. A nice restaurant also inside where you can order nice food.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ae2a52a93f0d995f,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2018-10-07T14:45:39.146Z,Interesting place to visit to learn about Pre-Incan people of Peru. There's a restaurant here that's highly rated. Didn't visit it though.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_912af8ee36b64460,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2023-02-04T18:50:09.761Z,"Amazing location, would definitely recommend visiting if you are in Lima, and it's a good price and a tour is included",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d472744eabad96fc,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2024-08-27T04:29:12.392Z,We were approached by a guide at the entrance of the site and tried to persuade us that this site is not real and that there is an original site some 1 hour out of city. We ignored him and went inside the site. It turns out that it's quite original and amazing! They provide in-site guide for free (you can give tips). Must see site as it is one of the more accessible pre-inca sites in the city.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ee0a25b36925039d,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2018-01-13T01:01:59.265Z,"The service was exceptional and enough servers spoke English to make it easy. They have all of Peru's traditional dishes, prepared very well. Great wine list too. Can't say enough about the views. Huaca Pucllana lit up at night looks spectacular.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_dd4ce054e6f456b9,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2026-04-11T10:38:57.702Z,We enjoyed the archeological site and tour very much. It was a great bargin on the entrance fee ($5). The English tour took about 1 hour and hit all the location around the pyramid. Highly recommend.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a1f25224d1f7959e,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2026-05-11T23:57:29.148Z,"Definitely worth visiting if you’re in Lima. The guided tour is obligatory, but it’s only about an hour and costs 15 soles. Just don’t forget sunscreen.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_50737d8c8610a936,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2020-01-29T03:04:43.002Z,"This Inca museum is located in the center of Lima, so much so that the urban planning of the city has been taking away land. We found it a bit monotonous. The tour lasts approximately 1 gora and the advantage is that it is in the middle of Miraflores, a good pre-ambulo before Macchu Picchu. Next to it is a restaurant overlooking the ruins that has a beautiful setting.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1b99bb92ab62d2c2,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2024-08-19T21:50:56.660Z,Interesting tour of the entire facility. Great guides who put their heart and soul into their work. 100% worthwhile,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_aa928db3e524c831,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2018-12-17T15:14:56.123Z,"Too expensive. and you don't have interesting things to see. If you plan to visit something interesting in Lima, don't consider Huaca Pucllana, you're going to waste your time and money",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0cde24d0f5d9f2b8,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2018-04-21T05:41:38.073Z,Nice place but too much dust and the sun from Lima can cause you a sunburn very bad to the skin. Take with you an umbrella before you go. It should be covered with trees or something. Also watching the people eating there in a vip restaurant that is inside does not feel that good while taking the walk. Also when there are too many children they play with the dust and throw it at you. There is too much dust or sand they have put there on porpouse. It not that necessary. I really don't think is original.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7db60e5290df2b0f,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2025-06-29T13:03:03.516Z,"This site is right in the heart of the city, yet is so huge! I was impressed with the tour and the fact that its still an active dig site, so in 20yrs they're hoping to have the whole thing excavated. It was cheap, the guide was informative, and I liked learning about the pre-Incan history of Peru. Would definitely recommend.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_2620ba0835686131,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-06-29T09:52:18.265Z,Absolutely stunning energy from this place. Make you want to sit in the corner and just soak it in.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1c7bc9f8aaf062b0,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2026-01-10T06:45:26.370Z,Arrived in the afternoon and the queue is to enter is pretty long. Comes with guided tour which makes sense and it’s educational. I would recommend if there is more time in your trip to learn more about this site. Interesting for me!,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d275128cf3bd7319,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2022-02-28T17:43:25.264Z,This Pyramid is located in Lima Peru. Very interesting very old Pyramid I did not get to visit on the inside so this is a picture from the outsideThis Pyramid is located in Lima Peru. Very interesting very interesting very old Pyramid I did not get to visit on the inside so this is a picture from the outside,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9c81a3a300c6fea3,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2015-09-25T21:40:42.487Z,S/.12 entrance. Very interesting tour with english speaking guide. Site an historical ruin made of adobe bricks.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ff5570d16f5627bf,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-11-09T21:29:11.972Z,"Good informative tour, many interesting facts not only about the pyramid but also the people, the plants, the animals and the way of life. A must see if your in Lima.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ca9983f66727d2d2,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2022-12-02T01:18:43.424Z,"Tons of artifacts like Inca gold items, tools, textiles, and mummies too. Lots of history. Lots of cool historical guns and military artifacts also.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_b5703f65a4f27ba9,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-05-01T21:52:39.660Z,Worth to see if you are in Miraflores. Nothing so shocking for people with No high interest in history or archeology,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0a10b98b9742c974,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2020-01-20T23:36:42.204Z,"Nice dining at the historical place. The food was good. Well cooked, plated, and served. The taste was exotic. We tried dishes made of local ingredients. Quinoa cheese ball was good. I liked it. The Guinea pig appetizer was so-so. The fatty part was little too chewy for me. If you like fried fatty food you may disagree on that. The fish was nice. I thought if the fish meat was little thinner, it would have tasted better with the quinoa crust. The green bean sauce was nice but again little too blend. I think it's a good place to try out. Staffs are friendly and saw many locals. Once was probably good for us travelling people.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0925afae57ab5a00,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2017-07-10T14:47:26.552Z,"Worth every minute, with bilingual guides the experience is a trip back in the history of the pre-inka culture in Lima. The Huaca is an artificial pyramid built by ancient ones. It's restaurant is also a we'll know culinary delight. Don't forget to go into the mini museum at the entry. Have seen the Huaca restored over the last 20 years, half way to a full restoration that will take 15 more years you can see archeologists at work, and in summer months there are classes for kids.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ac5f014d1626e561,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2024-08-01T15:01:37.803Z,"Great place to visit in Miraflores for a couple of hours. It is only possible to visit the ruins with a guide, but tours leave every 15 minutes or so, are very informative, and included in the entrance price which is very reasonable (~$4 USD). There are also cute alpacas at the end of the tour! High recommend!",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5ef8e7785dd14cc3,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2019-07-04T10:57:19.881Z,It was a beautiful day and at night the heavens was alive. I've never seen that many stars in the heavens before in my life.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_b6cde7fe0d9c906c,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2019-01-01T00:33:22.815Z,Great test hike before Inca trail. Too bad not allowed drone but I do understand why.,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0deb2309ea1c375f,Parque Arqueológico de Sacsayhuamán,Google Maps,en,2,2023-05-23T23:08:18.279Z,Was ok . If you went or planning on going to machu picchu is not really worth it considering the price of the entry 70 soles per person !!!! More than the rainbow mountain?? Seriously?,A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_16d25afe2b87b5d0,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2025-12-19T21:56:22.271Z,"Lovely site as many will point out. However I'll take 1 star off as again there's only a toilet at the main entrance, which doesn't even have toilet paper. Also the stray dogs in this area can be a menace if you cone through in a motorcycle. For a UNESCO site that's rather disappointing.",A_representativo,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
